sequence_id,length,legal_chars,length_in_train_range,exact_copy_train,exact_copy_any_real,nearest_train_id,nearest_train_identity,nearest_train_query_coverage,nearest_train_target_coverage,novel_at_threshold,pf00741_hit,pf00741_evalue,pf00741_score,pf00741_coverage,gvpa_core95_hit,gvpa_core95_evalue,gvpa_core95_score,gvpa_core95_coverage,conserved_sites_scored,conservation_exact_fidelity,conservation_property_fidelity,hydrophobic_fraction,charged_fraction,polar_fraction,aromatic_fraction,beta_favoring_fraction,net_charge_per_residue,mean_hydropathy,basic_fidelity_pass,hard_fidelity_pass
aa_frequency_seed42_0090,72,True,True,False,False,GAB4386638.1,0.5454545454545454,0.7638888888888888,0.7638888888888888,True,,,,,,,,,53,0.4716981132075472,0.7169811320754716,0.6111111111111112,0.1527777777777778,0.19444444444444445,0.05555555555555555,0.3472222222222222,-0.013888888888888888,0.8486111111111111,True,
aa_frequency_seed42_0091,72,True,True,False,False,WP_201320714.1,0.6037735849056604,0.7361111111111112,0.7066666666666667,True,,,,,,,,,49,0.4897959183673469,0.8163265306122449,0.5416666666666666,0.19444444444444445,0.2222222222222222,0.027777777777777776,0.3472222222222222,0.0,0.7652777777777778,True,
aa_frequency_seed42_0092,72,True,True,False,False,ABU55390.1,0.5178571428571429,0.7777777777777778,0.7777777777777778,True,,,,,,,,,55,0.4727272727272727,0.6727272727272727,0.5277777777777778,0.20833333333333334,0.2222222222222222,0.08333333333333333,0.2361111111111111,-0.013888888888888888,0.15138888888888888,True,
aa_frequency_seed42_0093,72,True,True,False,False,WP_292781623.1,0.5964912280701754,0.7916666666666666,0.7808219178082192,True,,,,,,,,,54,0.5925925925925926,0.8148148148148148,0.5972222222222222,0.2222222222222222,0.20833333333333334,0.05555555555555555,0.375,-0.027777777777777776,0.8013888888888889,True,
aa_frequency_seed42_0094,72,True,True,False,False,GEA25652.1,0.5892857142857143,0.7777777777777778,0.6666666666666666,True,,,,,,,,,50,0.54,0.84,0.5833333333333334,0.1527777777777778,0.2777777777777778,0.05555555555555555,0.4444444444444444,-0.013888888888888888,0.938888888888889,True,
aa_frequency_seed42_0095,72,True,True,False,False,WP_413173346.1,0.6326530612244898,0.6805555555555556,0.6712328767123288,True,,,,,,,,,49,0.5510204081632653,0.7959183673469388,0.5277777777777778,0.16666666666666666,0.2777777777777778,0.05555555555555555,0.3333333333333333,0.027777777777777776,0.5763888888888888,True,
aa_frequency_seed42_0096,72,True,True,False,False,WP_017322549.1,0.5357142857142857,0.7777777777777778,0.7671232876712328,True,,,,,,,,,53,0.4716981132075472,0.7735849056603774,0.5972222222222222,0.18055555555555555,0.16666666666666666,0.041666666666666664,0.2916666666666667,0.06944444444444445,0.8347222222222223,True,
aa_frequency_seed42_0097,71,True,True,False,False,WP_007357596.1,0.5087719298245614,0.8028169014084507,0.7916666666666666,True,,,,,,,,,55,0.4727272727272727,0.6909090909090909,0.5774647887323944,0.2112676056338028,0.14084507042253522,0.014084507042253521,0.28169014084507044,-0.1267605633802817,0.704225352112676,True,
aa_frequency_seed42_0098,71,True,True,False,False,WP_016922591.1,0.5555555555555556,0.7605633802816901,0.7605633802816901,True,,,,,,,,,54,0.5,0.7037037037037037,0.6197183098591549,0.2535211267605634,0.16901408450704225,0.09859154929577464,0.36619718309859156,-0.08450704225352113,0.5830985915492958,True,
aa_frequency_seed42_0099,72,True,True,False,False,AOC53260.1,0.5294117647058824,0.7083333333333334,0.85,True,,,,,,,,,50,0.54,0.74,0.5277777777777778,0.2916666666666667,0.19444444444444445,0.027777777777777776,0.2777777777777778,-0.125,0.3513888888888889,True,
