accession,gene_name,protein_name,organism,sequence_length
WP_044340215,gvpQ,Unknown,Rossellomorea aquimaris,151
WP_043930221,gvpQ,Unknown,Bacillus sp. EB01,142
WP_040955027,gvpQ,Unknown,Virgibacillus sp. SK37,154
WP_040047996,gvpQ,Unknown,Bacillus thermotolerans,149
WP_040036169,gvpQ,Unknown,Bacillus thermotolerans,149
WP_039643408,gvpQ,Unknown,Staphylococcus hyicus,162
WP_039231076,gvpQ,Unknown,Bacillus thermotolerans,149
WP_037565168,gvpQ,Unknown,Staphylococcus agnetis,162
WP_036578415,gvpQ,Unknown,Oceanobacillus picturae,161
WP_034650427,gvpQ,Unknown,Priestia megaterium,157
WP_029566402,gvpQ,Unknown,Metabacillus indicus,162
WP_029285677,gvpQ,Unknown,Metabacillus,162
WP_027955009,gvpQ,Unknown,Halobacillus kuroshimensis,155
WP_026694724,gvpQ,Unknown,Peribacillus kribbensis,144
WP_022629557,gvpQ,Unknown,Alkalihalophilus marmarensis,148
WP_019378722,gvpQ,Unknown,Virgibacillus halodenitrificans,154
WP_016764912,gvpQ,Unknown,Priestia megaterium,157
WP_014644368,gvpQ,Unknown,Halobacillus halophilus,249
WP_014459200,gvpQ,Unknown,Priestia megaterium,157
WP_013084019,gvpQ,Unknown,Priestia megaterium,157
WP_010195313,gvpQ,Unknown,Bacillaceae,149
WP_008586909,gvpQ,Unknown,Salimicrobium jeotgali,157
WP_002481451,gvpQ,Unknown,Staphylococcus,162
