accession,gene_name,protein_name,organism,sequence_length
WP_091662620,gvpT,Unknown,Alteribacillus iranensis,234
WP_091003039,gvpT,Unknown,Fictibacillus sp. WQ 8-8,135
WP_090080070,gvpT,Unknown,Lentibacillus persicus,238
WP_089201254,gvpT,Unknown,Paenibacillus xerothermodurans,242
WP_089061367,gvpT,Unknown,Virgibacillus phasianinus,151
WP_083446623,gvpT,Unknown,Priestia koreensis,154
WP_077356283,gvpT,Unknown,Virgibacillus halodenitrificans,161
WP_077356272,gvpT,Unknown,Virgibacillus halodenitrificans,264
WP_075681668,gvpT,Unknown,Alkalihalophilus pseudofirmus,158
WP_074895124,gvpT,Unknown,Priestia megaterium,158
WP_074679890,gvpT,Unknown,Priestia aryabhattai,296
WP_074679876,gvpT,Unknown,Priestia aryabhattai,158
WP_071648753,gvpT,Unknown,Virgibacillus halodenitrificans,260
WP_071620640,gvpT,Unknown,Rossellomorea aquimaris,288
WP_071620632,gvpT,Unknown,Rossellomorea aquimaris,166
WP_071272781,gvpT,Unknown,Priestia aryabhattai,158
WP_066339803,gvpT,Unknown,Metabacillus,151
WP_066205568,gvpT,Unknown,Bacillus sp. FJAT-27225,531
WP_065409541,gvpT,Unknown,Pseudobacillus wudalianchiensis,377
WP_064098148,gvpT,Unknown,Sutcliffiella horikoshii,142
WP_063191295,gvpT,Unknown,Rossellomorea marisflavi,246
WP_062232719,gvpT,Unknown,Fictibacillus sp. FJAT-27399,290
WP_062232699,gvpT,Unknown,Fictibacillus sp. FJAT-27399,135
WP_061810580,gvpT,Unknown,Rossellomorea vietnamensis,279
WP_060679101,gvpT,Unknown,Virgibacillus halodenitrificans,262
WP_060679087,gvpT,Unknown,Virgibacillus halodenitrificans,161
WP_060674021,gvpT,Unknown,Rossellomorea vietnamensis,163
WP_060674007,gvpT,Unknown,Rossellomorea vietnamensis,286
WP_058300097,gvpT,Unknown,[Bacillus] enclensis,170
WP_058300088,gvpT,Unknown,[Bacillus] enclensis,296
WP_054860107,gvpT,Unknown,Gracilibacillus sp. JCM 18860,181
WP_053429727,gvpT,Unknown,Rossellomorea marisflavi,150
WP_053402986,gvpT,Unknown,Priestia koreensis,156
WP_053402975,gvpT,Unknown,Priestia koreensis,231
WP_052725915,gvpT,Unknown,Bacillus thermotolerans,172
WP_052350085,gvpT,Unknown,Virgibacillus sp. SK37,161
WP_050690960,gvpT,Unknown,Priestia megaterium,289
WP_049665789,gvpT,Unknown,Bacillus sp. FJAT-27231,157
WP_048019588,gvpT,Unknown,Priestia aryabhattai,291
WP_048015682,gvpT,Unknown,Rossellomorea marisflavi,150
WP_048012090,gvpT,Unknown,Rossellomorea marisflavi,151
WP_048004766,gvpT,Unknown,Rossellomorea marisflavi,246
WP_048004755,gvpT,Unknown,Rossellomorea marisflavi,151
WP_047933715,gvpT,Unknown,Priestia megaterium,167
WP_046585207,gvpT,Unknown,Bacillus sp. SA1-12,151
WP_044340216,gvpT,Unknown,Rossellomorea aquimaris,163
WP_044340205,gvpT,Unknown,Rossellomorea aquimaris,243
WP_043930209,gvpT,Unknown,Bacillus sp. EB01,531
WP_040955037,gvpT,Unknown,Virgibacillus sp. SK37,264
WP_035410119,gvpT,Unknown,Bacillus sp. SJS,211
WP_034764930,gvpT,Unknown,Rossellomorea vietnamensis,283
WP_034650425,gvpT,Unknown,Priestia megaterium,158
WP_029566396,gvpT,Unknown,Metabacillus indicus,252
WP_029285697,gvpT,Unknown,Metabacillus indicus,252
WP_026697962,gvpT,Unknown,Alkalicoccus chagannorensis,162
WP_026694735,gvpT,Unknown,Peribacillus kribbensis,789
WP_026694734,gvpT,Unknown,Peribacillus kribbensis,157
WP_022629558,gvpT,Unknown,Alkalihalophilus marmarensis,154
WP_019378732,gvpT,Unknown,Virgibacillus halodenitrificans,260
WP_019378721,gvpT,Unknown,Virgibacillus halodenitrificans,161
WP_016764913,gvpT,Unknown,Priestia megaterium,158
WP_013084020,gvpT,Unknown,Priestia,158
WP_010195312,gvpT,Unknown,Bacillaceae,151
