accession,gene_name,protein_name,organism,sequence_length
WP_287130436,gvpA,Unknown,Candidatus Cyanaurora vandensis,72
WP_184385022,gvpA,Unknown,Roseococcus,70
WP_071272778,gvpA,Unknown,Priestia,86
WP_191265777,gvpA,Unknown,Comamonas sp. JC664,74
WP_067726060,gvpA,Unknown,Oceanobacillus,91
WP_018390783,gvpA,Unknown,Ancylobacter,70
WP_307394734,gvpA,Unknown,Caldalkalibacillus horti,88
WP_304892876,gvpA,Unknown,Candidatus Deferrimicrobium sp.,72
WP_304839272,gvpA,Unknown,Methanocalculus sp.,71
WP_304825881,gvpA,Unknown,Candidatus Binatus sp.,72
WP_268609013,gvpA,Unknown,Thermocoleostomius sinensis,72
WP_120798278,gvpA,Unknown,Thiocapsa,72
WP_295540625,gvpA,Unknown,Thiohalocapsa sp.,72
WP_298916699,gvpA,Unknown,uncultured Nostoc sp.,75
WP_295613139,gvpA,Unknown,uncultured Lamprocystis sp.,62
WP_295606775,gvpA,Unknown,uncultured Lamprocystis sp.,59
WP_295448790,gvpA,Unknown,uncultured Thiodictyon sp.,73
WP_295391135,gvpA,Unknown,uncultured Thiodictyon sp.,72
WP_293160100,gvpA,Unknown,Okeania sp. SIO2C9,90
WP_293126616,gvpA,Unknown,Okeania sp. SIO1I7,90
WP_293124005,gvpA,Unknown,Moorena sp. SIO4G3,72
WP_293100807,gvpA,Unknown,Okeania sp. SIO2F4,89
WP_293087767,gvpA,Unknown,Okeania sp. SIO3B5,90
WP_293061633,gvpA,Unknown,Okeania sp. SIO2B3,90
WP_291003874,gvpA,Unknown,Hyphomicrobium sp.,69
WP_190553740,gvpA,Unknown,Trichocoleus,72
WP_163833110,gvpA,Unknown,Spartinivicinus,72
WP_289215673,gvpA,Unknown,Halobacillus campisalis,98
WP_287999814,gvpA,Unknown,unclassified Microcystis (in: cyanobacteria),62
WP_287703642,gvpA,Unknown,unclassified Microcystis (in: cyanobacteria),68
WP_287674806,gvpA,Unknown,unclassified Microcystis (in: cyanobacteria),71
WP_287627019,gvpA,Unknown,unclassified Microcystis (in: cyanobacteria),71
WP_288140785,gvpA,Unknown,Microcystis sp. LE19-84.1B,59
WP_287973455,gvpA,Unknown,Microcystis sp. LE19-195.1E,63
WP_287280996,gvpA,Unknown,Okeania sp. SIO2G5,72
WP_102414373,gvpA,Unknown,Lentibacillus populi,86
WP_052562317,gvpA,Unknown,Candidatus Brocadia,72
WP_052562316,gvpA,Unknown,Candidatus Brocadia,72
WP_285442166,gvpA,Unknown,Candidatus Jettenia sp. AMX1,65
WP_165053833,gvpA,Unknown,Methylocystis,72
WP_277442832,gvpA,Unknown,Pelotomaculum isophthalicicum,70
WP_271944488,gvpA,Unknown,Roseofilum,72
WP_283077690,gvpA,Unknown,Halobacillus naozhouensis,86
WP_281974780,gvpA,Unknown,Halobacillus litoralis,92
WP_281658544,gvpA,Unknown,Halobacillus sp. Cin3,96
WP_225064982,gvpA,Unknown,Pseudalkalibacillus salsuginis,83
WP_097650585,gvpA,Unknown,Candidatus Chloroploca,69
WP_012408764,gvpA,Unknown,Nostoc,73
WP_011316976,gvpA,Unknown,Nostocaceae,71
WP_068866927,gvpA,Unknown,Prosthecochloris sp. CIB 2401,68
WP_275118280,gvpA,Unknown,Alkalihalobacterium chitinilyticum,72
WP_275036028,gvpA,Unknown,Priestia aryabhattai,86
WP_274691980,gvpA,Unknown,Spartinivicinus poritis,72
WP_272092571,gvpA,Unknown,Nodularia spumigena,71
WP_272074942,gvpA,Unknown,Nodularia spumigena,71
WP_271933955,gvpA,Unknown,Nodularia spumigena,71
WP_271795298,gvpA,Unknown,Dolichospermum planctonicum,61
WP_268070118,gvpA,Unknown,Clostridium sp. ZS2-4,69
WP_213698146,gvpA,Unknown,Acetomicrobium sp.,69
WP_272058300,gvpA,Unknown,Nodularia spumigena,71
WP_271806167,gvpA,Unknown,Dolichospermum circinale,66
WP_265409472,gvpA,Unknown,Fictibacillus sp. KU28468,87
WP_264492078,gvpA,Unknown,Rhodobacter sp. KR11,70
WP_261749222,gvpA,Unknown,Rossellomorea vietnamensis,86
WP_261225443,gvpA,Unknown,Ancylothrix sp. D3o,75
WP_261131333,gvpA,Unknown,Bacillus sp. Marseille-Q3570,85
WP_257448585,gvpA,Unknown,Archangium lipolyticum,100
WP_257347633,gvpA,Unknown,Pseudalkalibacillus decolorationis,86
WP_257347630,gvpA,Unknown,Pseudalkalibacillus decolorationis,87
WP_256019813,gvpA,Unknown,Roseomonas sp. GC11,73
WP_255242257,gvpA,Unknown,Evansella sp. LMS18,92
WP_254567340,gvpA,Unknown,Oscillatoriales,72
WP_253936202,gvpA,Unknown,Halobacillus sp. A1,97
WP_253923572,gvpA,Unknown,Halobacillus sp. A5,97
WP_252284046,gvpA,Unknown,Priestia megaterium,86
WP_251224769,gvpA,Unknown,Halalkalibacter oceani,86
WP_245917923,gvpA,Unknown,Alteribacillus bidgolensis,90
WP_245035174,gvpA,Unknown,Halobacillus amylolyticus,86
WP_244752026,gvpA,Unknown,Halobacillus shinanisalinarum,86
WP_244709876,gvpA,Unknown,Halobacillus salinarum,96
WP_238625541,gvpA,Unknown,Ectothiorhodospira,72
WP_238618220,gvpA,Unknown,Ectothiorhodospira shaposhnikovii,72
WP_237663390,gvpA,Unknown,Sutcliffiella horikoshii,88
WP_236332925,gvpA,Unknown,Pseudalkalibacillus berkeleyi,86
WP_236332920,gvpA,Unknown,Pseudalkalibacillus berkeleyi,85
WP_235277851,gvpA,Unknown,Synechococcus sp. Nb3U1,72
WP_234067215,gvpA,Unknown,Myxococcus stipitatus,74
WP_231788133,gvpA,Unknown,Metabacillus kandeliae,91
WP_230500926,gvpA,Unknown,Sutcliffiella rhizosphaerae,86
WP_229250374,gvpA,Unknown,Desulfosporosinus,71
WP_227937098,gvpA,Unknown,Alkalihalobacillus deserti,85
WP_226675412,gvpA,Unknown,Rossellomorea aquimaris,86
WP_226654652,gvpA,Unknown,Guptibacillus hwajinpoensis,87
WP_226592142,gvpA,Unknown,Halobacillus litoralis,97
WP_224880169,gvpA,Unknown,Guptibacillus algicola,86
WP_224875779,gvpA,Unknown,Rossellomorea aquimaris,86
WP_224341338,gvpA,Unknown,Kovacikia minuta,72
WP_224249737,gvpA,Unknown,Hyalangium gracile,73
WP_223643714,gvpA,Unknown,Corallococcus sp. EGB,74
WP_223587735,gvpA,Unknown,Neobacillus bataviensis,82
WP_221567459,gvpA,Unknown,Alkalihalobacillus sp. TS-13,85
WP_220598475,gvpA,Unknown,Oscillochloris sp. ZM17-4,71
WP_220584226,gvpA,Unknown,Halobacillus sp. Nhm2S1,97
WP_216830687,gvpA,Unknown,Alkalihalobacterium elongatum,80
WP_216144691,gvpA,Unknown,Priestia aryabhattai,86
WP_215831984,gvpA,Unknown,Pelorhabdus rhamnosifermentans,86
WP_215831982,gvpA,Unknown,Pelorhabdus rhamnosifermentans,78
WP_215828571,gvpA,Unknown,Pelorhabdus rhamnosifermentans,86
WP_212604240,gvpA,Unknown,Sporosarcina sp. Marseille-Q4063,86
WP_211560237,gvpA,Unknown,Metabacillus flavus,87
WP_211077784,gvpA,Unknown,Priestia megaterium,88
WP_208733210,gvpA,Unknown,Priestia,86
WP_207648199,gvpA,Unknown,Desulfotruncus arcticus,75
WP_207545114,gvpA,Unknown,Desulfoscipio geothermicus,74
WP_206933396,gvpA,Unknown,Halobacillus kuroshimensis,96
WP_205090101,gvpA,Unknown,Thalassobacillus pellis,98
WP_204729210,gvpA,Unknown,Jeotgalibacillus terrae,88
WP_204220980,gvpA,Unknown,Archangium violaceum,100
WP_204152466,gvpA,Unknown,Leptolyngbya sp. CCY15150,71
WP_202218625,gvpA,Unknown,Okeania sp. KiyG1,90
WP_201714563,gvpA,Unknown,Rossellomorea arthrocnemi,86
WP_201392536,gvpA,Unknown,Ktedonobacteraceae,71
WP_201375104,gvpA,Unknown,Ktedonobacter,71
WP_201320714,gvpA,Unknown,Pseudanabaena sp. lw0831,75
WP_200989004,gvpA,Unknown,Anabaenopsis elenkinii,71
WP_200348319,gvpA,Unknown,Halochromatium glycolicum,72
WP_200245878,gvpA,Unknown,Chromatiaceae,72
WP_197992829,gvpA,Unknown,Trichormus variabilis,60
WP_195782633,gvpA,Unknown,Priestia,92
WP_195782579,gvpA,Unknown,Priestia,86
WP_194218447,gvpA,Unknown,Guptibacillus hwajinpoensis,86
WP_194056178,gvpA,Unknown,Sphaerospermopsis sp. LEGE 08334,71
WP_194056176,gvpA,Unknown,Sphaerospermopsis sp. LEGE 08334,68
WP_193959329,gvpA,Unknown,Microcystis sp. LEGE 08355,71
WP_193955741,gvpA,Unknown,Microcystis aeruginosa,71
WP_193897365,gvpA,Unknown,Dolichospermum sp. LEGE 00240,71
WP_193875962,gvpA,Unknown,Oculatella sp. LEGE 06141,72
WP_193725987,gvpA,Unknown,Anaerosacchariphilus polymeriproducens,74
WP_193422258,gvpA,Unknown,Priestia aryabhattai,86
WP_191157535,gvpA,Unknown,Metabacillus arenae,86
WP_190828481,gvpA,Unknown,Iningainema tapete,72
WP_190804824,gvpA,Unknown,Cyanophyceae,72
WP_190775818,gvpA,Unknown,unclassified Leptolyngbya,72
WP_190774558,gvpA,Unknown,unclassified Leptolyngbya,72
WP_190627385,gvpA,Unknown,Cyanophyceae,72
WP_190503885,gvpA,Unknown,Cyanophyceae,72
WP_190483017,gvpA,Unknown,Pseudanabaena sp. FACHB-2040,72
WP_190387978,gvpA,Unknown,Aphanizomenon,71
WP_188484346,gvpA,Unknown,Marivita lacus,76
WP_188376898,gvpA,Unknown,Halobacillus andaensis,97
WP_183851985,gvpA,Unknown,Prosthecomicrobium pneumaticum,70
WP_182005034,gvpA,Unknown,Priestia aryabhattai,92
WP_181347943,gvpA,Unknown,Thalassobacillus sp. CUG 92003,91
WP_176235518,gvpA,Unknown,Candidatus Hakubella thermalkaliphila,68
WP_176226614,gvpA,Unknown,Candidatus Hakubella thermalkaliphila,68
WP_175989907,gvpA,Unknown,Bacillus sp. Marseille-Q1617,86
WP_173918086,gvpA,Unknown,Halobacillus sp. Marseille-Q1614,99
WP_172370385,gvpA,Unknown,Sporosarcina jiandibaonis,86
WP_172253945,gvpA,Unknown,Bacillus haikouensis,86
WP_171572203,gvpA,Unknown,Leptolyngbya sp. Cla-17,72
WP_171164264,gvpA,Unknown,Usitatibacter palustris,115
WP_169617606,gvpA,Unknown,Nodosilinea sp. P-1105,72
WP_169565185,gvpA,Unknown,Shewanella salipaludis,72
WP_169262979,gvpA,Unknown,Brasilonema,72
WP_168922290,gvpA,Unknown,Comamonadaceae,72
WP_168654214,gvpA,Unknown,Dolichospermum sp. UHCC 0406,70
WP_168569945,gvpA,Unknown,Oxynema,72
WP_166344573,gvpA,Unknown,Desulfofundulus sp. TPOSR,74
WP_166030104,gvpA,Unknown,Neobacillus terrae,86
WP_166030101,gvpA,Unknown,Neobacillus terrae,86
WP_165227581,gvpA,Unknown,Aquisphaera insulae,72
WP_163931998,gvpA,Unknown,Nostocaceae,73
WP_163836694,gvpA,Unknown,Spartinivicinus ruber,78
WP_163529014,gvpA,Unknown,Halobacillus ihumii,86
WP_162425313,gvpA,Unknown,Myxacorys almedinensis,72
WP_160838115,gvpA,Unknown,Halobacillus,96
WP_160763777,gvpA,Unknown,Kangsaoukella pontilimi,70
WP_160098649,gvpA,Unknown,Pontibacillus sp. HMF3514,89
WP_158737367,gvpA,Unknown,Alteribacillus sp. YIM 98480,90
WP_155113886,gvpA,Unknown,Metabacillus mangrovi,93
WP_155113280,gvpA,Unknown,Metabacillus mangrovi,87
WP_154318992,gvpA,Unknown,Metabacillus idriensis,89
WP_154306366,gvpA,Unknown,Metabacillus lacus,84
WP_154306363,gvpA,Unknown,Metabacillus lacus,89
WP_153488019,gvpA,Unknown,Segnochrobactrum spirostomi,70
WP_153228363,gvpA,Unknown,Anabaena sp. YBS01,61
WP_152445663,gvpA,Unknown,Bacillus sp. THAF10,86
WP_149998199,gvpA,Unknown,Chlorobium phaeovibrioides,76
WP_148989232,gvpA,Unknown,Bacillaceae,86
WP_147804077,gvpA,Unknown,Alkalicoccus halolimnae,87
WP_146646520,gvpA,Unknown,Labilithrix luteola,177
WP_144644477,gvpA,Unknown,Priestia,92
WP_144543769,gvpA,Unknown,Cytobacillus oceanisediminis,86
WP_144543765,gvpA,Unknown,Cytobacillus oceanisediminis,86
WP_142864691,gvpA,Unknown,Methylosinus,72
WP_142224076,gvpA,Unknown,Xanthobacter agilis,70
WP_138810370,gvpA,Unknown,Alteribacter natronophilus,87
WP_138780689,gvpA,Unknown,Bacillus sp. BHET2,86
WP_138500607,gvpA,Unknown,Nostoc sp. PA-18-2419,73
WP_136922933,gvpA,Unknown,Polyangium aurulentum,72
WP_135552856,gvpA,Unknown,Desulfosporosinus fructosivorans,70
WP_134699217,gvpA,Unknown,Ammoniphilus sp. YIM 78166,74
WP_134492829,gvpA,Unknown,Methylocella tundrae,72
WP_134218556,gvpA,Unknown,Pelotomaculum,72
WP_134214557,gvpA,Unknown,Pelotomaculum propionicicum,70
WP_133377284,gvpA,Unknown,Jeotgalibacillus sp. S-D1,89
WP_133223097,gvpA,Unknown,Paracraurococcus ruber,72
WP_132243846,gvpA,Unknown,Marinisporobacter balticus,71
WP_132243844,gvpA,Unknown,Marinisporobacter balticus,71
WP_132243842,gvpA,Unknown,Marinisporobacter balticus,72
WP_132034394,gvpA,Unknown,Aquabacter spiritensis,70
WP_129629567,gvpA,Unknown,Candidatus Oscillochloris fontis,71
WP_126462316,gvpA,Unknown,Flavobacterium,68
WP_123918855,gvpA,Unknown,Bacillus sp. FJAT-42376,87
WP_122899492,gvpA,Unknown,Alteribacter,87
WP_121937738,gvpA,Unknown,Eilatimonas milleporae,84
WP_121524050,gvpA,Unknown,Oceanobacillus piezotolerans,91
WP_120191650,gvpA,Unknown,Sinobaca,89
WP_119169329,gvpA,Unknown,Algihabitans albus,84
WP_118877386,gvpA,Unknown,Ureibacillus yapensis,82
WP_116075420,gvpA,Unknown,Priestia megaterium,88
WP_116075414,gvpA,Unknown,Priestia megaterium,86
WP_115822819,gvpA,Unknown,Halobacillus trueperi,97
WP_115480454,gvpA,Unknown,Anaerosacchariphilus polymeriproducens,74
WP_115480453,gvpA,Unknown,Anaerosacchariphilus polymeriproducens,71
WP_115393152,gvpA,Unknown,Rhodovulum sp. 12E13,70
WP_114915108,gvpA,Unknown,Oceanobacillus zhaokaii,91
WP_114298891,gvpA,Unknown,Anaerobacterium chartisolvens,72
WP_110608261,gvpA,Unknown,Salipaludibacillus keqinensis,89
WP_110521313,gvpA,Unknown,Alteribacter lacisalsi,86
WP_110291813,gvpA,Unknown,Lachnotalea glycerini,72
WP_110291812,gvpA,Unknown,Lachnotalea glycerini,73
WP_110066995,gvpA,Unknown,Cytobacillus oceanisediminis,86
WP_110022885,gvpA,Unknown,Prosthecochloris,68
WP_107805940,gvpA,Unknown,Cyanophyceae,71
WP_107585507,gvpA,Unknown,Alkalicoccus saliphilus,87
WP_107585506,gvpA,Unknown,Alkalicoccus saliphilus,87
WP_107584481,gvpA,Unknown,Alkalicoccus saliphilus,87
WP_107562013,gvpA,Unknown,Candidatus Methylomirabilis limnetica,71
WP_106257461,gvpA,Unknown,Cyanophyceae,72
WP_105986389,gvpA,Unknown,Staphylococcus chromogenes,115
WP_105958376,gvpA,Unknown,Alkalicoccus urumqiensis,86
WP_104809704,gvpA,Unknown,Polaribacter filamentus,68
WP_104509441,gvpA,Unknown,Rhodoblastus sphagnicola,70
WP_104370972,gvpA,Unknown,Desulfocucumis palustris,72
WP_104057597,gvpA,Unknown,Jeotgalibacillus proteolyticus,86
WP_104057594,gvpA,Unknown,Jeotgalibacillus proteolyticus,96
WP_103666325,gvpA,Unknown,Pseudanabaena sp. BC1403,74
WP_101646903,gvpA,Unknown,Neobacillus cucumis,90
WP_101642272,gvpA,Unknown,Peribacillus deserti,86
WP_101330890,gvpA,Unknown,Halalkalibacillus sediminis,86
WP_100923022,gvpA,Unknown,Candidatus Thiodictyon syntrophicum,72
WP_100407998,gvpA,Unknown,Bacillus solitudinis,86
WP_100196984,gvpA,Unknown,Pseudorhodobacter sp. MZDSW-24AT,70
WP_100010259,gvpA,Unknown,Lentibacillus sediminis,85
WP_099068598,gvpA,Unknown,Nostocaceae,73
WP_099000391,gvpA,Unknown,Priestia aryabhattai,86
WP_098420078,gvpA,Unknown,unclassified Marinobacter,72
WP_097645229,gvpA,Unknown,Candidatus Viridilinea mediisalina,71
WP_096607388,gvpA,Unknown,Calothrix sp. NIES-2100,72
WP_095882104,gvpA,Unknown,Roseobacteraceae,70
WP_094376571,gvpA,Unknown,Lachnotalea glycerini,70
WP_093252384,gvpA,Unknown,Rubrimonas cliftonensis,70
WP_093212467,gvpA,Unknown,Sediminibacillus albus,91
WP_093047006,gvpA,Unknown,Salipaludibacillus,89
WP_093045974,gvpA,Unknown,Thalassobacillus cyri,97
WP_092960919,gvpA,Unknown,Falsiroseomonas,72
WP_092209254,gvpA,Unknown,Desulfoluna,71
WP_091662612,gvpA,Unknown,Alteribacillus iranensis,87
WP_090841991,gvpA,Unknown,Alkalicoccus daliensis,87
WP_090488909,gvpA,Unknown,Myxococcus virescens,74
WP_089750581,gvpA,Unknown,Halobacillus alkaliphilus,100
WP_089729497,gvpA,Unknown,Candidatus Thiosymbion oneisti,74
WP_089651261,gvpA,Unknown,Halobacillus,97
WP_089530668,gvpA,Unknown,Virgibacillus necropolis,93
WP_089201247,gvpA,Unknown,Paenibacillus xerothermodurans,88
WP_088893383,gvpA,Unknown,Leptolyngbya ohadii,72
WP_088554997,gvpA,Unknown,Calderihabitans maritimus,74
WP_088554996,gvpA,Unknown,Calderihabitans maritimus,74
WP_088051998,gvpA,Unknown,Virgibacillus dakarensis,86
WP_088048850,gvpA,Unknown,Priestia aryabhattai,93
WP_088019259,gvpA,Unknown,Sutcliffiella horikoshii,84
WP_087972332,gvpA,Unknown,Oceanobacillus rekensis,91
WP_085933344,gvpA,Unknown,Enhydrobacter aerosaccus,70
WP_085772564,gvpA,Unknown,Methylocystis bryophila,72
WP_085028932,gvpA,Unknown,Halobacillus mangrovi,97
WP_084989880,gvpA,Unknown,Microcystis aeruginosa,71
WP_084383942,gvpA,Unknown,Halalkalicoccus paucihalophilus,74
WP_084068413,gvpA,Unknown,Desulfocicer vacuolatum,72
WP_083620231,gvpA,Unknown,Planktothrix serta,72
WP_082231972,gvpA,Unknown,Halobacillus massiliensis,98
WP_081535855,gvpA,Unknown,Rhodovulum sp. P5,70
WP_079526323,gvpA,Unknown,Halobacillus hunanensis,86
WP_078596767,gvpA,Unknown,Evansella clarkii,92
WP_078392697,gvpA,Unknown,Shouchella patagoniensis,88
WP_077623669,gvpA,Unknown,Sediminibacillus massiliensis,91
WP_076570741,gvpA,Unknown,Salimicrobium,102
WP_075598971,gvpA,Unknown,Leptolyngbya sp. 'hensonii',72
WP_075035376,gvpA,Unknown,Halobacillus dabanensis,96
WP_073608715,gvpA,Unknown,Cyanophyceae,72
WP_072717742,gvpA,Unknown,Planktothrix,72
WP_069474504,gvpA,Unknown,Microcystis aeruginosa,70
WP_068965369,gvpA,Unknown,Desulfosporosinus sp. BG,70
WP_066205542,gvpA,Unknown,Bacillus sp. FJAT-27225,87
WP_064098149,gvpA,Unknown,Sutcliffiella horikoshii,84
WP_064098146,gvpA,Unknown,Sutcliffiella horikoshii,86
WP_064092057,gvpA,Unknown,Rossellomorea aquimaris,86
WP_063873375,gvpA,Unknown,Nostocales,71
WP_063873374,gvpA,Unknown,Cyanophyceae,71
WP_062237609,gvpA,Unknown,Fictibacillus sp. FJAT-27399,87
WP_061803181,gvpA,Unknown,Priestia,87
WP_060674023,gvpA,Unknown,Bacillaceae,86
WP_060665525,gvpA,Unknown,Bacillus sp. CHD6a,86
WP_059173157,gvpA,Unknown,Bacillus sp. FJAT-27445,86
WP_058557733,gvpA,Unknown,Thiohalocapsa sp. ML1,72
WP_058306416,gvpA,Unknown,Gracilibacillus massiliensis,87
WP_057178839,gvpA,Unknown,Nostocales,71
WP_056828831,gvpA,Unknown,Bacillaceae,84
WP_054635016,gvpA,Unknown,Bacillaceae,89
WP_053605469,gvpA,Unknown,Bacillus,87
WP_053597575,gvpA,Unknown,Bacillus sp. FJAT-18017,85
WP_053590916,gvpA,Unknown,Bacillus sp. FJAT-22090,84
WP_053590913,gvpA,Unknown,Bacillaceae,86
WP_047972616,gvpA,Unknown,Bacillus sp. LL01,81
WP_047808708,gvpA,Unknown,Desulfosporosinus,70
WP_045871251,gvpA,Unknown,Nostocales,71
WP_043930222,gvpA,Unknown,Bacillus sp. EB01,85
WP_043769069,gvpA,Unknown,Roseivivax isoporae,70
WP_042152734,gvpA,Unknown,Planktothrix agardhii,72
WP_041966224,gvpA,Unknown,Mesobacillus selenatarsenatis,77
WP_040047995,gvpA,Unknown,Bacillus thermotolerans,86
WP_040036168,gvpA,Unknown,Bacillus thermotolerans,82
WP_040008434,gvpA,Unknown,Cylindrospermopsis raciborskii,54
WP_039752851,gvpA,Unknown,Tolypothrichaceae,72
WP_039231078,gvpA,Unknown,Bacillus thermotolerans,86
WP_037259398,gvpA,Unknown,Roseivivax halodurans,70
WP_036534731,gvpA,Unknown,Neosynechococcus sphagnicola,72
WP_035542538,gvpA,Unknown,Halobacillus sp. BBL2006,97
WP_035531814,gvpA,Unknown,Halobacillus kuroshimensis,96
WP_035506199,gvpA,Unknown,Halobacillus karajensis,96
WP_035410040,gvpA,Unknown,Bacillus sp. SJS,93
WP_035211857,gvpA,Unknown,Alkalicoccus chagannorensis,87
WP_034140466,gvpA,Unknown,Desulfosporosinus sp. BICA1-9,70
WP_029285673,gvpA,Unknown,Metabacillus,88
WP_028783634,gvpA,Unknown,Thalassobacillus devorans,96
WP_027446346,gvpA,Unknown,Pontibacillus marinus,80
WP_026789190,gvpA,Unknown,Planktothrix,72
WP_026700511,gvpA,Unknown,Salibacterium aidingense,89
WP_026694723,gvpA,Unknown,Peribacillus kribbensis,86
WP_026691531,gvpA,Unknown,Alteribacter aurantiacus,86
WP_026199334,gvpA,Unknown,Lamprocystis purpurea,72
WP_022834760,gvpA,Unknown,Salisaeta longa,74
WP_022794406,gvpA,Unknown,Marinococcus,89
WP_021013972,gvpA,Unknown,Gammaproteobacteria,72
WP_020503491,gvpA,Unknown,Chromatiaceae,72
WP_020175973,gvpA,Unknown,Methyloferula stellata,72
WP_019501601,gvpA,Unknown,Pseudanabaena sp. PCC 6802,72
WP_018402864,gvpA,Unknown,Marinobacter gelidimuriae,72
WP_018402853,gvpA,Unknown,Marinobacter gelidimuriae,72
WP_017803924,gvpA,Unknown,Nodularia spumigena,71
WP_017803923,gvpA,Unknown,Nodularia spumigena,71
WP_017300094,gvpA,Unknown,Cyanophyceae,72
WP_016922591,gvpA,Unknown,Prochlorothrix hollandica,71
WP_015758460,gvpA,Unknown,Desulfofarcimen acetoxidans,71
WP_015500562,gvpA,Unknown,Octadecabacter antarcticus,67
WP_015494765,gvpA,Unknown,Octadecabacter arcticus,67
WP_015229078,gvpA,Unknown,Dactylococcopsis salina,72
WP_015224598,gvpA,Unknown,Halothece sp. PCC 7418,72
WP_015167036,gvpA,Unknown,Synechococcus sp. PCC 7502,72
WP_015146561,gvpA,Unknown,Oscillatoriaceae,72
WP_015080752,gvpA,Unknown,Nostocales,71
WP_015050167,gvpA,Unknown,Thermacetogenium phaeum,75
WP_015050155,gvpA,Unknown,Thermacetogenium phaeum,76
WP_014812662,gvpA,Unknown,Desulfomonile tiedjei,72
WP_014644367,gvpA,Unknown,Halobacillus halophilus,100
WP_013706740,gvpA,Unknown,Desulfobacca acetoxidans,72
WP_013563650,gvpA,Unknown,Isosphaera pallida,72
WP_013066812,gvpA,Unknown,Rhodobacter capsulatus,70
WP_012960867,gvpA,Unknown,Alkalihalophilus,86
WP_012508536,gvpA,Unknown,Pelodictyon phaeoclathratiforme,68
WP_012302590,gvpA,Unknown,Candidatus Desulforudis audaxviator,76
WP_012302589,gvpA,Unknown,Candidatus Desulforudis audaxviator,75
WP_011939686,gvpA,Unknown,Geotalea uraniireducens,72
WP_011924420,gvpA,Unknown,Bradyrhizobium sp. ORS 278,70
WP_011770092,gvpA,Unknown,Psychromonas ingrahamii,72
WP_011769645,gvpA,Unknown,Psychromonas ingrahamii,72
WP_011357441,gvpA,Unknown,Chlorobium/Pelodictyon group,68
WP_011357439,gvpA,Unknown,Pelodictyon luteolum,68
WP_010996411,gvpA,Unknown,Nostocales,71
WP_010195314,gvpA,Unknown,Bacillaceae,86
WP_010195308,gvpA,Unknown,Bacillaceae,84
WP_010109838,gvpA,Unknown,Burkholderia,73
WP_009915627,gvpA,Unknown,Burkholderia,73
WP_009768191,gvpA,Unknown,Leptolyngbyaceae,72
WP_009169231,gvpA,Unknown,unclassified Clostridium,71
WP_009169229,gvpA,Unknown,unclassified Clostridium,73
WP_009169228,gvpA,Unknown,unclassified Clostridium,74
WP_009029464,gvpA,Unknown,Bradyrhizobium,70
WP_008586911,gvpA,Unknown,Salimicrobium jeotgali,102
WP_008311322,gvpA,Unknown,Leptolyngbya sp. PCC 6406,72
WP_004569091,gvpA,Unknown,Polaribacter irgensii,68
WP_002735503,gvpA,Unknown,Oscillatoriophycideae,71
WP_002724507,gvpA,Unknown,Cereibacter,70
