sequence_id,source,source_type,length,projection_1,projection_2,nearest_train_embedding_distance,embedding_outlier
local_cpu_kmer3_seed42_0020,3-mer baseline,baseline,72,3.1577022,6.54845,0.6516292,True
local_cpu_kmer3_seed42_0021,3-mer baseline,baseline,72,3.0638993,5.895662,0.58479005,True
local_cpu_kmer3_seed42_0022,3-mer baseline,baseline,72,1.9102976,5.06865,0.8373466,True
local_cpu_kmer3_seed42_0023,3-mer baseline,baseline,72,4.6346235,5.4982305,0.43459857,True
local_cpu_kmer3_seed42_0024,3-mer baseline,baseline,72,3.5249064,7.894307,0.41597363,True
local_cpu_kmer3_seed42_0025,3-mer baseline,baseline,71,2.83643,5.3769197,0.5336217,True
local_cpu_kmer3_seed42_0026,3-mer baseline,baseline,70,2.9426413,5.116957,0.61981213,True
local_cpu_kmer3_seed42_0027,3-mer baseline,baseline,71,4.1742444,5.597871,0.5207121,True
local_cpu_kmer3_seed42_0028,3-mer baseline,baseline,84,4.5810413,5.2613273,0.436552,True
local_cpu_kmer3_seed42_0029,3-mer baseline,baseline,69,4.3222375,5.266496,0.4188423,True
local_cpu_kmer3_seed42_0030,3-mer baseline,baseline,69,4.2302136,5.44156,0.37230796,True
local_cpu_kmer3_seed42_0031,3-mer baseline,baseline,72,4.9276767,4.794109,0.56101,True
local_cpu_kmer3_seed42_0032,3-mer baseline,baseline,61,3.198106,6.4634933,0.6704989,True
local_cpu_kmer3_seed42_0033,3-mer baseline,baseline,71,4.731964,4.8179793,0.6750041,True
local_cpu_kmer3_seed42_0034,3-mer baseline,baseline,72,3.8347368,5.375029,0.49392757,True
local_cpu_kmer3_seed42_0035,3-mer baseline,baseline,71,2.781663,5.0018597,0.59300286,True
local_cpu_kmer3_seed42_0036,3-mer baseline,baseline,71,4.046958,4.9448924,0.5204083,True
local_cpu_kmer3_seed42_0037,3-mer baseline,baseline,72,3.9693172,5.2398725,0.50131387,True
local_cpu_kmer3_seed42_0038,3-mer baseline,baseline,71,4.0849347,5.312563,0.43295997,True
local_cpu_kmer3_seed42_0039,3-mer baseline,baseline,74,3.25643,6.497584,0.51256174,True
local_cpu_kmer3_seed42_0040,3-mer baseline,baseline,72,4.8041306,4.860746,0.6343727,True
local_cpu_kmer3_seed42_0041,3-mer baseline,baseline,72,3.2371862,6.197824,0.60145134,True
local_cpu_kmer3_seed42_0042,3-mer baseline,baseline,72,3.7527187,4.999685,0.5267361,True
local_cpu_kmer3_seed42_0043,3-mer baseline,baseline,72,3.4242816,6.4153705,0.49652237,True
local_cpu_kmer3_seed42_0044,3-mer baseline,baseline,72,5.1631074,5.048909,0.38776863,True
local_cpu_kmer3_seed42_0045,3-mer baseline,baseline,72,5.3353567,5.8385997,0.25528613,True
local_cpu_kmer3_seed42_0046,3-mer baseline,baseline,72,3.9521797,5.857943,0.46851954,True
local_cpu_kmer3_seed42_0047,3-mer baseline,baseline,73,4.2763276,4.7831826,0.5126864,True
local_cpu_kmer3_seed42_0048,3-mer baseline,baseline,72,3.4346588,6.279914,0.55930823,True
local_cpu_kmer3_seed42_0049,3-mer baseline,baseline,71,4.2267494,5.2544723,0.46442106,True
local_cpu_kmer3_seed42_0050,3-mer baseline,baseline,71,4.6496334,5.595603,0.43254346,True
local_cpu_kmer3_seed42_0051,3-mer baseline,baseline,72,2.6601965,4.8623176,0.70039165,True
local_cpu_kmer3_seed42_0052,3-mer baseline,baseline,72,5.1719985,5.633064,0.3299981,True
local_cpu_kmer3_seed42_0053,3-mer baseline,baseline,72,3.361859,6.276182,0.5324328,True
local_cpu_kmer3_seed42_0054,3-mer baseline,baseline,72,4.175552,5.228488,0.42495817,True
local_cpu_kmer3_seed42_0055,3-mer baseline,baseline,72,3.2074394,6.663181,0.55861753,True
local_cpu_kmer3_seed42_0056,3-mer baseline,baseline,71,5.1294775,4.9130683,0.46306428,True
local_cpu_kmer3_seed42_0057,3-mer baseline,baseline,73,3.8729033,5.166226,0.42402962,True
local_cpu_kmer3_seed42_0058,3-mer baseline,baseline,72,6.345536,7.7413845,0.26775962,True
local_cpu_kmer3_seed42_0059,3-mer baseline,baseline,72,3.1987162,5.606732,0.49501786,True
local_cpu_kmer3_seed42_0060,3-mer baseline,baseline,72,4.748659,4.8003564,0.57374924,True
local_cpu_kmer3_seed42_0061,3-mer baseline,baseline,72,3.0636744,6.520098,0.71987355,True
local_cpu_kmer3_seed42_0062,3-mer baseline,baseline,72,3.9399621,5.005015,0.41583306,True
local_cpu_kmer3_seed42_0063,3-mer baseline,baseline,71,3.6375573,8.626554,0.3616683,True
local_cpu_kmer3_seed42_0064,3-mer baseline,baseline,71,4.080995,5.2350383,0.38269898,True
local_cpu_kmer3_seed42_0065,3-mer baseline,baseline,71,3.9646513,5.695025,0.5490451,True
local_cpu_kmer3_seed42_0066,3-mer baseline,baseline,72,5.10791,5.2042727,0.43577042,True
local_cpu_kmer3_seed42_0067,3-mer baseline,baseline,71,2.6111538,6.006907,0.6904572,True
local_cpu_kmer3_seed42_0068,3-mer baseline,baseline,71,4.5594835,6.1126194,0.43173686,True
local_cpu_kmer3_seed42_0069,3-mer baseline,baseline,72,3.06407,6.6602225,0.68983495,True
local_cpu_kmer3_seed42_0070,3-mer baseline,baseline,71,3.741018,5.3871155,0.38907132,True
local_cpu_kmer3_seed42_0071,3-mer baseline,baseline,72,5.122528,4.9111724,0.54801756,True
local_cpu_kmer3_seed42_0072,3-mer baseline,baseline,72,3.7490396,4.9107265,0.5991373,True
local_cpu_kmer3_seed42_0073,3-mer baseline,baseline,71,4.0782685,5.409015,0.39826843,True
local_cpu_kmer3_seed42_0074,3-mer baseline,baseline,73,2.5128386,5.515253,0.5619695,True
local_cpu_kmer3_seed42_0075,3-mer baseline,baseline,73,3.4419382,6.5499587,0.4909008,True
local_cpu_kmer3_seed42_0076,3-mer baseline,baseline,73,5.2707405,6.3188663,0.22486319,True
local_cpu_kmer3_seed42_0077,3-mer baseline,baseline,71,3.1188323,5.792135,0.49145976,True
local_cpu_kmer3_seed42_0078,3-mer baseline,baseline,72,5.8797836,6.5101366,0.38073558,True
local_cpu_kmer3_seed42_0079,3-mer baseline,baseline,72,4.388714,4.8947544,0.43470457,True
local_cpu_kmer3_seed42_0080,3-mer baseline,baseline,72,3.107456,6.6948495,0.6609027,True
local_cpu_kmer3_seed42_0081,3-mer baseline,baseline,72,3.7814035,6.3759804,0.51254475,True
local_cpu_kmer3_seed42_0082,3-mer baseline,baseline,71,5.0178022,5.651023,0.3345318,True
local_cpu_kmer3_seed42_0083,3-mer baseline,baseline,72,5.1597056,6.1310167,0.24424021,True
local_cpu_kmer3_seed42_0084,3-mer baseline,baseline,71,4.3431234,5.2264543,0.52306294,True
local_cpu_kmer3_seed42_0085,3-mer baseline,baseline,72,6.3052683,7.376443,0.2940031,True
local_cpu_kmer3_seed42_0086,3-mer baseline,baseline,73,5.0553336,4.825074,0.5264562,True
local_cpu_kmer3_seed42_0087,3-mer baseline,baseline,72,2.9268348,5.20555,0.6164435,True
local_cpu_kmer3_seed42_0088,3-mer baseline,baseline,72,4.9424343,5.3331256,0.39684427,True
local_cpu_kmer3_seed42_0089,3-mer baseline,baseline,71,5.041603,5.556178,0.32192662,True
local_cpu_kmer3_seed42_0090,3-mer baseline,baseline,72,3.2162838,6.5363817,0.57709485,True
local_cpu_kmer3_seed42_0091,3-mer baseline,baseline,73,3.0888507,4.9917693,0.6321113,True
local_cpu_kmer3_seed42_0092,3-mer baseline,baseline,72,3.0348089,5.3631587,0.5980102,True
local_cpu_kmer3_seed42_0093,3-mer baseline,baseline,74,4.835055,5.3044877,0.44950885,True
local_cpu_kmer3_seed42_0094,3-mer baseline,baseline,73,5.212374,5.717979,0.26699856,True
local_cpu_kmer3_seed42_0095,3-mer baseline,baseline,72,5.176765,5.670579,0.24273619,True
local_cpu_kmer3_seed42_0096,3-mer baseline,baseline,71,2.720531,5.83312,0.57458144,True
local_cpu_kmer3_seed42_0097,3-mer baseline,baseline,71,5.3162155,6.316002,0.23465331,True
local_cpu_kmer3_seed42_0098,3-mer baseline,baseline,71,3.2568884,6.6111817,0.5876461,True
local_cpu_kmer3_seed42_0099,3-mer baseline,baseline,72,3.7405636,8.334906,0.3401863,True
lstm_temp1_seed42_0000,LSTM (auxiliary pretrain + fine-tune),deep,73,10.691358,9.71179,0.05449862,False
lstm_temp1_seed42_0001,LSTM (auxiliary pretrain + fine-tune),deep,70,12.391272,8.954921,0.061640553,False
lstm_temp1_seed42_0002,LSTM (auxiliary pretrain + fine-tune),deep,77,10.781219,10.201585,0.115292296,False
lstm_temp1_seed42_0003,LSTM (auxiliary pretrain + fine-tune),deep,72,13.070153,6.841052,0.05085983,False
lstm_temp1_seed42_0004,LSTM (auxiliary pretrain + fine-tune),deep,73,13.122425,9.273395,0.04799832,False
lstm_temp1_seed42_0005,LSTM (auxiliary pretrain + fine-tune),deep,73,12.506016,10.647446,0.054246485,False
lstm_temp1_seed42_0006,LSTM (auxiliary pretrain + fine-tune),deep,71,12.922155,7.5346503,0.028398078,False
lstm_temp1_seed42_0007,LSTM (auxiliary pretrain + fine-tune),deep,72,12.854589,9.537293,0.05209185,False
lstm_temp1_seed42_0008,LSTM (auxiliary pretrain + fine-tune),deep,71,11.397481,9.391343,0.06359102,False
lstm_temp1_seed42_0009,LSTM (auxiliary pretrain + fine-tune),deep,73,11.804703,9.054845,0.04725619,False
lstm_temp1_seed42_0010,LSTM (auxiliary pretrain + fine-tune),deep,72,13.421756,7.7668324,0.05435296,False
lstm_temp1_seed42_0011,LSTM (auxiliary pretrain + fine-tune),deep,72,11.540762,9.15325,0.07008835,False
lstm_temp1_seed42_0012,LSTM (auxiliary pretrain + fine-tune),deep,71,12.88327,8.979677,0.045322128,False
lstm_temp1_seed42_0013,LSTM (auxiliary pretrain + fine-tune),deep,71,11.844828,9.890472,0.037825253,False
lstm_temp1_seed42_0014,LSTM (auxiliary pretrain + fine-tune),deep,72,12.163718,9.74131,0.011850255,False
lstm_temp1_seed42_0015,LSTM (auxiliary pretrain + fine-tune),deep,74,11.67358,5.988446,0.05778144,False
lstm_temp1_seed42_0016,LSTM (auxiliary pretrain + fine-tune),deep,74,11.21906,6.4843154,0.10468424,False
lstm_temp1_seed42_0017,LSTM (auxiliary pretrain + fine-tune),deep,91,9.827634,8.380901,0.20005742,True
lstm_temp1_seed42_0018,LSTM (auxiliary pretrain + fine-tune),deep,71,12.100263,7.6670594,0.06203094,False
lstm_temp1_seed42_0019,LSTM (auxiliary pretrain + fine-tune),deep,71,12.681936,7.7333527,0.04800701,False
lstm_temp1_seed42_0020,LSTM (auxiliary pretrain + fine-tune),deep,61,10.916582,6.926015,0.10294342,False
lstm_temp1_seed42_0021,LSTM (auxiliary pretrain + fine-tune),deep,71,11.772131,6.483843,0.111347936,False
lstm_temp1_seed42_0022,LSTM (auxiliary pretrain + fine-tune),deep,72,10.978717,10.428589,0.049777154,False
lstm_temp1_seed42_0023,LSTM (auxiliary pretrain + fine-tune),deep,74,13.692322,8.014015,0.050767165,False
lstm_temp1_seed42_0024,LSTM (auxiliary pretrain + fine-tune),deep,69,11.851336,6.939674,0.10619752,False
lstm_temp1_seed42_0025,LSTM (auxiliary pretrain + fine-tune),deep,71,11.037517,8.076277,0.06978921,False
lstm_temp1_seed42_0026,LSTM (auxiliary pretrain + fine-tune),deep,71,11.179135,8.283705,0.0309722,False
lstm_temp1_seed42_0027,LSTM (auxiliary pretrain + fine-tune),deep,79,6.564061,7.7917633,0.18008974,True
lstm_temp1_seed42_0028,LSTM (auxiliary pretrain + fine-tune),deep,71,12.968558,7.237147,0.042358223,False
lstm_temp1_seed42_0029,LSTM (auxiliary pretrain + fine-tune),deep,70,13.257989,9.323727,0.13153584,False
lstm_temp1_seed42_0030,LSTM (auxiliary pretrain + fine-tune),deep,64,11.54594,6.405688,0.14262995,False
lstm_temp1_seed42_0031,LSTM (auxiliary pretrain + fine-tune),deep,71,12.243022,9.725745,0.052794244,False
lstm_temp1_seed42_0032,LSTM (auxiliary pretrain + fine-tune),deep,69,7.750603,8.182074,0.11029429,False
lstm_temp1_seed42_0033,LSTM (auxiliary pretrain + fine-tune),deep,73,11.875286,9.256191,0.0369129,False
lstm_temp1_seed42_0034,LSTM (auxiliary pretrain + fine-tune),deep,72,10.269048,9.572011,0.05272759,False
lstm_temp1_seed42_0035,LSTM (auxiliary pretrain + fine-tune),deep,82,12.686729,7.037749,0.113054246,False
lstm_temp1_seed42_0036,LSTM (auxiliary pretrain + fine-tune),deep,81,11.576656,7.5355535,0.119514756,False
lstm_temp1_seed42_0037,LSTM (auxiliary pretrain + fine-tune),deep,74,13.538042,8.56002,0.097533494,False
lstm_temp1_seed42_0038,LSTM (auxiliary pretrain + fine-tune),deep,82,12.204034,7.4616637,0.15455548,True
lstm_temp1_seed42_0039,LSTM (auxiliary pretrain + fine-tune),deep,76,7.9710236,7.9680414,0.107350275,False
lstm_temp1_seed42_0040,LSTM (auxiliary pretrain + fine-tune),deep,84,9.864678,7.868045,0.14119267,False
lstm_temp1_seed42_0041,LSTM (auxiliary pretrain + fine-tune),deep,72,12.840904,9.72947,0.053362463,False
lstm_temp1_seed42_0042,LSTM (auxiliary pretrain + fine-tune),deep,59,9.513796,8.287471,0.37333885,True
lstm_temp1_seed42_0043,LSTM (auxiliary pretrain + fine-tune),deep,73,10.440101,9.523102,0.0541376,False
lstm_temp1_seed42_0044,LSTM (auxiliary pretrain + fine-tune),deep,69,12.012298,7.294447,0.11593467,False
lstm_temp1_seed42_0045,LSTM (auxiliary pretrain + fine-tune),deep,72,11.853508,6.0679703,0.022959605,False
lstm_temp1_seed42_0046,LSTM (auxiliary pretrain + fine-tune),deep,73,11.9928055,9.383116,0.031219468,False
lstm_temp1_seed42_0047,LSTM (auxiliary pretrain + fine-tune),deep,73,9.144355,8.64427,0.17323528,True
lstm_temp1_seed42_0048,LSTM (auxiliary pretrain + fine-tune),deep,72,12.163437,7.7823315,0.06831227,False
lstm_temp1_seed42_0049,LSTM (auxiliary pretrain + fine-tune),deep,68,13.311267,7.756478,0.090016074,False
lstm_temp1_seed42_0050,LSTM (auxiliary pretrain + fine-tune),deep,71,10.61325,9.683875,0.08960127,False
lstm_temp1_seed42_0051,LSTM (auxiliary pretrain + fine-tune),deep,71,10.848763,9.671346,0.047468875,False
lstm_temp1_seed42_0052,LSTM (auxiliary pretrain + fine-tune),deep,70,13.409824,7.2515526,0.047511548,False
lstm_temp1_seed42_0053,LSTM (auxiliary pretrain + fine-tune),deep,71,10.800653,7.4366374,0.09440258,False
lstm_temp1_seed42_0054,LSTM (auxiliary pretrain + fine-tune),deep,76,10.308224,9.1102705,0.09286655,False
lstm_temp1_seed42_0055,LSTM (auxiliary pretrain + fine-tune),deep,70,10.811999,9.647991,0.048147105,False
lstm_temp1_seed42_0056,LSTM (auxiliary pretrain + fine-tune),deep,84,11.904424,6.387693,0.13181469,False
lstm_temp1_seed42_0057,LSTM (auxiliary pretrain + fine-tune),deep,72,13.21929,7.7712417,0.038469,False
lstm_temp1_seed42_0058,LSTM (auxiliary pretrain + fine-tune),deep,74,9.763466,8.262532,0.18411376,True
lstm_temp1_seed42_0059,LSTM (auxiliary pretrain + fine-tune),deep,71,10.45476,10.023469,0.04682411,False
lstm_temp1_seed42_0060,LSTM (auxiliary pretrain + fine-tune),deep,72,10.670952,8.976371,0.030133324,False
lstm_temp1_seed42_0061,LSTM (auxiliary pretrain + fine-tune),deep,71,11.844425,6.0135393,0.077449165,False
lstm_temp1_seed42_0062,LSTM (auxiliary pretrain + fine-tune),deep,69,9.173925,8.637472,0.08497988,False
lstm_temp1_seed42_0063,LSTM (auxiliary pretrain + fine-tune),deep,75,12.022449,7.6142044,0.09618831,False
lstm_temp1_seed42_0064,LSTM (auxiliary pretrain + fine-tune),deep,72,13.141062,9.556875,0.073909715,False
lstm_temp1_seed42_0065,LSTM (auxiliary pretrain + fine-tune),deep,74,9.1965475,9.224569,0.08664344,False
lstm_temp1_seed42_0066,LSTM (auxiliary pretrain + fine-tune),deep,73,11.594974,8.154117,0.06605707,False
lstm_temp1_seed42_0067,LSTM (auxiliary pretrain + fine-tune),deep,75,10.736909,8.224609,0.097873904,False
lstm_temp1_seed42_0068,LSTM (auxiliary pretrain + fine-tune),deep,74,10.023708,10.121737,0.06248951,False
lstm_temp1_seed42_0069,LSTM (auxiliary pretrain + fine-tune),deep,71,13.077173,7.630202,0.012216793,False
lstm_temp1_seed42_0070,LSTM (auxiliary pretrain + fine-tune),deep,72,12.491965,9.1344,0.04919782,False
lstm_temp1_seed42_0071,LSTM (auxiliary pretrain + fine-tune),deep,73,11.801891,6.0376754,0.09649888,False
lstm_temp1_seed42_0072,LSTM (auxiliary pretrain + fine-tune),deep,72,13.012123,7.5656004,0.053604297,False
lstm_temp1_seed42_0073,LSTM (auxiliary pretrain + fine-tune),deep,73,10.903426,8.386185,0.052691408,False
lstm_temp1_seed42_0074,LSTM (auxiliary pretrain + fine-tune),deep,73,11.745983,9.645559,0.038438,False
lstm_temp1_seed42_0075,LSTM (auxiliary pretrain + fine-tune),deep,71,11.882963,10.24295,0.064440176,False
lstm_temp1_seed42_0076,LSTM (auxiliary pretrain + fine-tune),deep,72,13.227182,9.369388,0.05902854,False
lstm_temp1_seed42_0077,LSTM (auxiliary pretrain + fine-tune),deep,72,13.122209,8.485329,0.07015465,False
lstm_temp1_seed42_0078,LSTM (auxiliary pretrain + fine-tune),deep,72,11.437068,8.57429,0.03428242,False
lstm_temp1_seed42_0079,LSTM (auxiliary pretrain + fine-tune),deep,73,7.418512,7.837485,0.123809874,False
lstm_temp1_seed42_0080,LSTM (auxiliary pretrain + fine-tune),deep,73,9.910839,9.888943,0.0738952,False
lstm_temp1_seed42_0081,LSTM (auxiliary pretrain + fine-tune),deep,70,11.386471,8.175056,0.073223464,False
lstm_temp1_seed42_0082,LSTM (auxiliary pretrain + fine-tune),deep,71,12.198795,9.968279,0.031070191,False
lstm_temp1_seed42_0083,LSTM (auxiliary pretrain + fine-tune),deep,74,9.124951,8.345731,0.06762651,False
lstm_temp1_seed42_0084,LSTM (auxiliary pretrain + fine-tune),deep,73,12.722934,9.862598,0.0541398,False
lstm_temp1_seed42_0085,LSTM (auxiliary pretrain + fine-tune),deep,72,11.153046,10.373651,0.05728207,False
lstm_temp1_seed42_0086,LSTM (auxiliary pretrain + fine-tune),deep,73,13.123432,8.205439,0.073348716,False
lstm_temp1_seed42_0087,LSTM (auxiliary pretrain + fine-tune),deep,84,13.172119,7.023817,0.12668853,False
lstm_temp1_seed42_0088,LSTM (auxiliary pretrain + fine-tune),deep,76,12.769521,9.398507,0.075288,False
lstm_temp1_seed42_0089,LSTM (auxiliary pretrain + fine-tune),deep,71,12.495664,9.171368,0.0619059,False
lstm_temp1_seed42_0090,LSTM (auxiliary pretrain + fine-tune),deep,71,11.591851,8.310158,0.052755848,False
lstm_temp1_seed42_0091,LSTM (auxiliary pretrain + fine-tune),deep,73,10.443547,9.102646,0.08192437,False
lstm_temp1_seed42_0092,LSTM (auxiliary pretrain + fine-tune),deep,71,11.7731905,9.625741,0.10399359,False
lstm_temp1_seed42_0093,LSTM (auxiliary pretrain + fine-tune),deep,79,11.7497425,6.481929,0.0675445,False
lstm_temp1_seed42_0094,LSTM (auxiliary pretrain + fine-tune),deep,72,13.373772,7.9208174,0.04411723,False
lstm_temp1_seed42_0095,LSTM (auxiliary pretrain + fine-tune),deep,72,12.446778,10.514576,0.062955156,False
lstm_temp1_seed42_0096,LSTM (auxiliary pretrain + fine-tune),deep,72,12.105897,7.881974,0.06651746,False
lstm_temp1_seed42_0097,LSTM (auxiliary pretrain + fine-tune),deep,71,10.353429,9.771677,0.06510091,False
lstm_temp1_seed42_0098,LSTM (auxiliary pretrain + fine-tune),deep,71,9.957354,9.436702,0.05018263,False
lstm_temp1_seed42_0099,LSTM (auxiliary pretrain + fine-tune),deep,75,11.040103,10.306282,0.06071891,False
vae_empirical_scale0.75_temp0.6_seed42_0000,VAE (empirical length control),deep,72,2.7568917,5.1249595,0.52613294,True
vae_empirical_scale0.75_temp0.6_seed42_0001,VAE (empirical length control),deep,72,10.119759,10.0832405,0.024883188,False
vae_empirical_scale0.75_temp0.6_seed42_0002,VAE (empirical length control),deep,75,7.1265187,6.994469,0.13347907,False
vae_empirical_scale0.75_temp0.6_seed42_0003,VAE (empirical length control),deep,60,7.2135596,6.3594913,0.1496118,True
vae_empirical_scale0.75_temp0.6_seed42_0004,VAE (empirical length control),deep,72,9.59584,8.649316,0.13671264,False
vae_empirical_scale0.75_temp0.6_seed42_0005,VAE (empirical length control),deep,72,10.720075,9.0812,0.049281344,False
vae_empirical_scale0.75_temp0.6_seed42_0006,VAE (empirical length control),deep,72,10.95891,8.632796,0.09652358,False
vae_empirical_scale0.75_temp0.6_seed42_0007,VAE (empirical length control),deep,72,4.2478657,4.6413307,0.61574316,True
vae_empirical_scale0.75_temp0.6_seed42_0008,VAE (empirical length control),deep,71,3.5391984,6.154416,0.454433,True
vae_empirical_scale0.75_temp0.6_seed42_0009,VAE (empirical length control),deep,71,6.228432,6.150394,0.23069933,True
vae_empirical_scale0.75_temp0.6_seed42_0010,VAE (empirical length control),deep,72,6.10383,6.2182145,0.26490888,True
vae_empirical_scale0.75_temp0.6_seed42_0011,VAE (empirical length control),deep,59,6.645084,6.4534917,0.2217684,True
vae_empirical_scale0.75_temp0.6_seed42_0012,VAE (empirical length control),deep,72,11.165376,8.50808,0.03169882,False
vae_empirical_scale0.75_temp0.6_seed42_0013,VAE (empirical length control),deep,59,9.756919,8.476159,0.10705058,False
vae_empirical_scale0.75_temp0.6_seed42_0014,VAE (empirical length control),deep,72,2.419079,4.7940254,0.73117375,True
vae_empirical_scale0.75_temp0.6_seed42_0015,VAE (empirical length control),deep,84,3.67316,6.421684,0.45489904,True
vae_empirical_scale0.75_temp0.6_seed42_0016,VAE (empirical length control),deep,72,11.02409,7.3197846,0.08627116,False
vae_empirical_scale0.75_temp0.6_seed42_0017,VAE (empirical length control),deep,71,6.690306,6.2755,0.19692753,True
vae_empirical_scale0.75_temp0.6_seed42_0018,VAE (empirical length control),deep,71,12.403343,9.322826,0.031100871,False
vae_empirical_scale0.75_temp0.6_seed42_0019,VAE (empirical length control),deep,74,12.954625,9.427002,0.046411127,False
vae_empirical_scale0.75_temp0.6_seed42_0020,VAE (empirical length control),deep,73,5.986415,6.129482,0.2894911,True
vae_empirical_scale0.75_temp0.6_seed42_0021,VAE (empirical length control),deep,72,11.499687,8.290342,0.012192374,False
vae_empirical_scale0.75_temp0.6_seed42_0022,VAE (empirical length control),deep,71,11.848605,6.3046656,0.043935817,False
vae_empirical_scale0.75_temp0.6_seed42_0023,VAE (empirical length control),deep,73,11.492073,8.45044,0.06813929,False
vae_empirical_scale0.75_temp0.6_seed42_0024,VAE (empirical length control),deep,71,6.749783,6.1225586,0.2463576,True
vae_empirical_scale0.75_temp0.6_seed42_0025,VAE (empirical length control),deep,71,2.2599947,5.31345,0.60832036,True
vae_empirical_scale0.75_temp0.6_seed42_0026,VAE (empirical length control),deep,74,12.857158,7.742561,0.028542535,False
vae_empirical_scale0.75_temp0.6_seed42_0027,VAE (empirical length control),deep,72,2.2806175,5.146426,0.70223784,True
vae_empirical_scale0.75_temp0.6_seed42_0028,VAE (empirical length control),deep,72,4.3996773,4.6359158,0.54348654,True
vae_empirical_scale0.75_temp0.6_seed42_0029,VAE (empirical length control),deep,72,12.831529,7.783504,0.05757269,False
vae_empirical_scale0.75_temp0.6_seed42_0030,VAE (empirical length control),deep,73,8.530441,8.440554,0.16436921,True
vae_empirical_scale0.75_temp0.6_seed42_0031,VAE (empirical length control),deep,72,11.332179,8.507708,0.0,False
vae_empirical_scale0.75_temp0.6_seed42_0032,VAE (empirical length control),deep,71,5.1348,5.0185094,0.4436302,True
vae_empirical_scale0.75_temp0.6_seed42_0033,VAE (empirical length control),deep,72,6.0727034,6.172193,0.25845072,True
vae_empirical_scale0.75_temp0.6_seed42_0034,VAE (empirical length control),deep,59,10.701683,8.146285,0.09757137,False
vae_empirical_scale0.75_temp0.6_seed42_0035,VAE (empirical length control),deep,72,11.414335,8.328343,0.012192374,False
vae_empirical_scale0.75_temp0.6_seed42_0036,VAE (empirical length control),deep,72,12.926358,9.303926,0.024012815,False
vae_empirical_scale0.75_temp0.6_seed42_0037,VAE (empirical length control),deep,72,2.615867,5.5744166,0.48660037,True
vae_empirical_scale0.75_temp0.6_seed42_0038,VAE (empirical length control),deep,71,2.1105063,5.4190655,0.7992069,True
vae_empirical_scale0.75_temp0.6_seed42_0039,VAE (empirical length control),deep,72,2.410135,5.205481,0.6249128,True
vae_empirical_scale0.75_temp0.6_seed42_0040,VAE (empirical length control),deep,72,2.485964,4.764811,0.6878958,True
vae_empirical_scale0.75_temp0.6_seed42_0041,VAE (empirical length control),deep,61,9.693475,8.576675,0.101836205,False
vae_empirical_scale0.75_temp0.6_seed42_0042,VAE (empirical length control),deep,72,3.6035962,6.097651,0.4433384,True
vae_empirical_scale0.75_temp0.6_seed42_0043,VAE (empirical length control),deep,71,2.1522188,5.2286687,0.6708912,True
vae_empirical_scale0.75_temp0.6_seed42_0044,VAE (empirical length control),deep,72,2.0142307,5.2097807,0.7471491,True
vae_empirical_scale0.75_temp0.6_seed42_0045,VAE (empirical length control),deep,80,9.498344,9.039584,0.11874323,False
vae_empirical_scale0.75_temp0.6_seed42_0046,VAE (empirical length control),deep,72,5.305205,4.9741473,0.61859643,True
vae_empirical_scale0.75_temp0.6_seed42_0047,VAE (empirical length control),deep,72,8.76668,8.50948,0.14686272,False
vae_empirical_scale0.75_temp0.6_seed42_0048,VAE (empirical length control),deep,72,9.52884,8.828223,0.23053056,True
vae_empirical_scale0.75_temp0.6_seed42_0049,VAE (empirical length control),deep,72,8.85227,8.3538065,0.19960493,True
vae_empirical_scale0.75_temp0.6_seed42_0050,VAE (empirical length control),deep,60,2.5308013,5.7246275,0.52146846,True
vae_empirical_scale0.75_temp0.6_seed42_0051,VAE (empirical length control),deep,73,2.4054646,5.410254,0.62169564,True
vae_empirical_scale0.75_temp0.6_seed42_0052,VAE (empirical length control),deep,73,7.004647,6.3294106,0.1757514,True
vae_empirical_scale0.75_temp0.6_seed42_0053,VAE (empirical length control),deep,71,4.9536996,6.1393237,0.2542689,True
vae_empirical_scale0.75_temp0.6_seed42_0054,VAE (empirical length control),deep,72,12.869502,9.348773,0.019242246,False
vae_empirical_scale0.75_temp0.6_seed42_0055,VAE (empirical length control),deep,71,12.797302,7.5676827,0.034136064,False
vae_empirical_scale0.75_temp0.6_seed42_0056,VAE (empirical length control),deep,71,5.929698,6.270264,0.24989532,True
vae_empirical_scale0.75_temp0.6_seed42_0057,VAE (empirical length control),deep,80,2.4388688,4.8072333,0.73790026,True
vae_empirical_scale0.75_temp0.6_seed42_0058,VAE (empirical length control),deep,72,5.054716,4.873697,0.46553642,True
vae_empirical_scale0.75_temp0.6_seed42_0059,VAE (empirical length control),deep,71,6.5317783,6.289457,0.20640585,True
vae_empirical_scale0.75_temp0.6_seed42_0060,VAE (empirical length control),deep,72,6.7546096,6.0903044,0.280777,True
vae_empirical_scale0.75_temp0.6_seed42_0061,VAE (empirical length control),deep,71,2.348881,5.2512703,0.5500518,True
vae_empirical_scale0.75_temp0.6_seed42_0062,VAE (empirical length control),deep,72,2.5225542,4.8608403,0.6608836,True
vae_empirical_scale0.75_temp0.6_seed42_0063,VAE (empirical length control),deep,72,10.972709,7.4532003,0.08650713,False
vae_empirical_scale0.75_temp0.6_seed42_0064,VAE (empirical length control),deep,72,11.1963825,8.974551,0.039582416,False
vae_empirical_scale0.75_temp0.6_seed42_0065,VAE (empirical length control),deep,72,7.307187,6.4981484,0.10909453,False
