sequence_id,source,source_type,length,projection_1,projection_2,nearest_train_embedding_distance,embedding_outlier
lstm_temp1_seed7_0013,LSTM / sample seed 7,lstm,71,-0.15536581,-5.995781,0.11843664,False
lstm_temp1_seed7_0014,LSTM / sample seed 7,lstm,70,-0.23052911,-5.063945,0.05914656,False
lstm_temp1_seed7_0015,LSTM / sample seed 7,lstm,71,0.26539087,-3.331858,0.038840618,False
lstm_temp1_seed7_0016,LSTM / sample seed 7,lstm,70,-2.2441165,-5.029237,0.09226319,False
lstm_temp1_seed7_0017,LSTM / sample seed 7,lstm,90,1.3037143,-1.3957722,0.17358553,True
lstm_temp1_seed7_0018,LSTM / sample seed 7,lstm,72,-0.40681574,-6.9178996,0.046109628,False
lstm_temp1_seed7_0019,LSTM / sample seed 7,lstm,73,0.9486396,-5.4984274,0.050702546,False
lstm_temp1_seed7_0020,LSTM / sample seed 7,lstm,72,0.82009226,-5.072249,0.05095116,False
lstm_temp1_seed7_0021,LSTM / sample seed 7,lstm,72,-0.6316797,-6.267614,0.04768061,False
lstm_temp1_seed7_0022,LSTM / sample seed 7,lstm,70,1.2873048,-5.9985123,0.063715555,False
lstm_temp1_seed7_0023,LSTM / sample seed 7,lstm,69,-0.04508624,-4.4440155,0.047902606,False
lstm_temp1_seed7_0024,LSTM / sample seed 7,lstm,74,-0.06858474,-3.599909,0.04238776,False
lstm_temp1_seed7_0025,LSTM / sample seed 7,lstm,91,-1.5399235,-3.7243009,0.16005647,True
lstm_temp1_seed7_0026,LSTM / sample seed 7,lstm,70,2.0498521,-4.1798787,0.06218641,False
lstm_temp1_seed7_0027,LSTM / sample seed 7,lstm,73,0.5757257,-5.225036,0.055053577,False
lstm_temp1_seed7_0028,LSTM / sample seed 7,lstm,89,-1.539842,-3.9227526,0.1602738,True
lstm_temp1_seed7_0029,LSTM / sample seed 7,lstm,70,-0.7629684,-3.9486964,0.077166975,False
lstm_temp1_seed7_0030,LSTM / sample seed 7,lstm,69,0.59581095,-1.6130874,0.11599429,False
lstm_temp1_seed7_0031,LSTM / sample seed 7,lstm,71,0.86742055,-5.024984,0.054985326,False
lstm_temp1_seed7_0032,LSTM / sample seed 7,lstm,72,0.19113816,-4.688068,0.019497652,False
lstm_temp1_seed7_0033,LSTM / sample seed 7,lstm,72,0.50164944,-3.4777908,0.06462122,False
lstm_temp1_seed7_0034,LSTM / sample seed 7,lstm,72,-0.6264347,-7.1820645,0.054095745,False
lstm_temp1_seed7_0035,LSTM / sample seed 7,lstm,72,1.5672141,-5.274407,0.011850255,False
lstm_temp1_seed7_0036,LSTM / sample seed 7,lstm,72,0.9114428,-6.4027257,0.039018225,False
lstm_temp1_seed7_0037,LSTM / sample seed 7,lstm,74,2.0040233,-4.609693,0.053232733,False
lstm_temp1_seed7_0038,LSTM / sample seed 7,lstm,73,-0.14783819,-6.1523876,0.07847441,False
lstm_temp1_seed7_0039,LSTM / sample seed 7,lstm,71,-0.23768629,-4.5048084,0.04034899,False
lstm_temp1_seed7_0040,LSTM / sample seed 7,lstm,72,0.6479519,-2.9344323,0.07472698,False
lstm_temp1_seed7_0041,LSTM / sample seed 7,lstm,72,0.90619653,-6.5466704,0.047978446,False
lstm_temp1_seed7_0042,LSTM / sample seed 7,lstm,71,1.3129491,-4.6541305,0.072430395,False
lstm_temp1_seed7_0043,LSTM / sample seed 7,lstm,73,0.9177619,-6.509224,0.06524724,False
lstm_temp1_seed7_0044,LSTM / sample seed 7,lstm,71,1.4743648,-1.7092565,0.0951234,False
lstm_temp1_seed7_0045,LSTM / sample seed 7,lstm,87,-1.4580703,-3.5694356,0.15823628,True
lstm_temp1_seed7_0046,LSTM / sample seed 7,lstm,72,-0.3940909,-7.0676217,0.055972666,False
lstm_temp1_seed7_0047,LSTM / sample seed 7,lstm,73,0.8441197,-6.5247493,0.046376437,False
lstm_temp1_seed7_0048,LSTM / sample seed 7,lstm,71,-0.27581316,-3.7492645,0.04405098,False
lstm_temp1_seed7_0049,LSTM / sample seed 7,lstm,74,1.050634,-3.1777163,0.06556528,False
lstm_temp1_seed7_0050,LSTM / sample seed 7,lstm,71,2.1353068,-4.250444,0.024158822,False
lstm_temp1_seed7_0051,LSTM / sample seed 7,lstm,71,-2.1499708,-4.932181,0.076828696,False
lstm_temp1_seed7_0052,LSTM / sample seed 7,lstm,72,-0.2553009,-5.876447,0.047203187,False
lstm_temp1_seed7_0053,LSTM / sample seed 7,lstm,73,2.0911214,-4.454729,0.06718793,False
lstm_temp1_seed7_0054,LSTM / sample seed 7,lstm,70,0.3625998,-2.1883266,0.06000895,False
lstm_temp1_seed7_0055,LSTM / sample seed 7,lstm,70,1.3211831,-1.845372,0.08284969,False
lstm_temp1_seed7_0056,LSTM / sample seed 7,lstm,70,-0.68792546,-5.5757265,0.06522988,False
lstm_temp1_seed7_0057,LSTM / sample seed 7,lstm,71,0.4612407,-5.6440206,0.06754979,False
lstm_temp1_seed7_0058,LSTM / sample seed 7,lstm,88,-1.4277356,-3.600677,0.13660929,False
lstm_temp1_seed7_0059,LSTM / sample seed 7,lstm,73,0.10331719,-5.916747,0.057797942,False
lstm_temp1_seed7_0060,LSTM / sample seed 7,lstm,73,0.7599834,-1.1686057,0.100873515,False
lstm_temp1_seed7_0061,LSTM / sample seed 7,lstm,71,1.0409713,-5.1305428,0.047902606,False
lstm_temp1_seed7_0062,LSTM / sample seed 7,lstm,73,-1.3142347,-5.7587085,0.044183385,False
lstm_temp1_seed7_0063,LSTM / sample seed 7,lstm,64,10.552349,2.4163446,0.21911074,True
lstm_temp1_seed7_0064,LSTM / sample seed 7,lstm,72,1.3469311,-2.8889332,0.04992422,False
lstm_temp1_seed7_0065,LSTM / sample seed 7,lstm,71,1.4582237,-2.1853454,0.057351746,False
lstm_temp1_seed7_0066,LSTM / sample seed 7,lstm,70,0.5054923,-1.5738333,0.09441648,False
lstm_temp1_seed7_0067,LSTM / sample seed 7,lstm,75,10.521009,2.4745839,0.27721176,True
lstm_temp1_seed7_0068,LSTM / sample seed 7,lstm,71,1.0516046,-5.8720837,0.060557704,False
lstm_temp1_seed7_0069,LSTM / sample seed 7,lstm,75,0.4274681,-2.913149,0.092174,False
lstm_temp1_seed7_0070,LSTM / sample seed 7,lstm,72,0.33833715,-3.3519568,0.067837715,False
lstm_temp1_seed7_0071,LSTM / sample seed 7,lstm,73,8.157727,0.21398064,0.20444062,True
lstm_temp1_seed7_0072,LSTM / sample seed 7,lstm,72,1.0789603,-1.3018457,0.09538371,False
lstm_temp1_seed7_0073,LSTM / sample seed 7,lstm,72,0.79062206,-1.1096257,0.12931989,False
lstm_temp1_seed7_0074,LSTM / sample seed 7,lstm,63,0.59039587,-2.5462148,0.095846884,False
lstm_temp1_seed7_0075,LSTM / sample seed 7,lstm,70,-0.49678853,-5.968898,0.098980285,False
lstm_temp1_seed7_0076,LSTM / sample seed 7,lstm,71,0.54589665,-2.8400397,0.049455203,False
lstm_temp1_seed7_0077,LSTM / sample seed 7,lstm,80,-0.3119616,-2.5836136,0.1272748,False
lstm_temp1_seed7_0078,LSTM / sample seed 7,lstm,72,-0.5992853,-5.4682417,0.037537366,False
lstm_temp1_seed7_0079,LSTM / sample seed 7,lstm,78,0.657768,-2.9978175,0.18027334,True
lstm_temp1_seed7_0080,LSTM / sample seed 7,lstm,71,1.6651361,-4.4193206,0.059992064,False
lstm_temp1_seed7_0081,LSTM / sample seed 7,lstm,79,0.31637195,-1.0091918,0.13745312,False
lstm_temp1_seed7_0082,LSTM / sample seed 7,lstm,85,-1.4707841,-3.739433,0.1230023,False
lstm_temp1_seed7_0083,LSTM / sample seed 7,lstm,73,1.3457985,-5.867257,0.0824704,False
lstm_temp1_seed7_0084,LSTM / sample seed 7,lstm,69,0.57451326,-2.7664616,0.061288536,False
lstm_temp1_seed7_0085,LSTM / sample seed 7,lstm,72,0.9395748,-6.200772,0.04551504,False
lstm_temp1_seed7_0086,LSTM / sample seed 7,lstm,72,-1.0520958,-6.1196995,0.04562491,False
lstm_temp1_seed7_0087,LSTM / sample seed 7,lstm,77,0.20585279,-3.581175,0.0733349,False
lstm_temp1_seed7_0088,LSTM / sample seed 7,lstm,73,1.1517648,-5.954024,0.06452522,False
lstm_temp1_seed7_0089,LSTM / sample seed 7,lstm,72,1.181262,-2.9822888,0.054428577,False
lstm_temp1_seed7_0090,LSTM / sample seed 7,lstm,71,2.0802631,-4.158601,0.02564755,False
lstm_temp1_seed7_0091,LSTM / sample seed 7,lstm,73,0.23704723,-2.0476172,0.058370546,False
lstm_temp1_seed7_0092,LSTM / sample seed 7,lstm,72,1.9031905,-2.5531902,0.035518896,False
lstm_temp1_seed7_0093,LSTM / sample seed 7,lstm,72,2.170949,-3.9495556,0.056042906,False
lstm_temp1_seed7_0094,LSTM / sample seed 7,lstm,72,1.940341,-6.148389,0.061623145,False
lstm_temp1_seed7_0095,LSTM / sample seed 7,lstm,72,0.018173406,-6.6173086,0.04494575,False
lstm_temp1_seed7_0096,LSTM / sample seed 7,lstm,69,-1.4949511,-6.0343466,0.030135302,False
lstm_temp1_seed7_0097,LSTM / sample seed 7,lstm,72,-0.54981136,-6.9338307,0.07082098,False
lstm_temp1_seed7_0098,LSTM / sample seed 7,lstm,72,1.4542319,-5.486429,0.024416504,False
lstm_temp1_seed7_0099,LSTM / sample seed 7,lstm,72,-2.125288,-4.9823437,0.0509535,False
lstm_temp1_seed123_0000,LSTM / sample seed 123,lstm,73,-0.92162395,-5.83761,0.08514734,False
lstm_temp1_seed123_0001,LSTM / sample seed 123,lstm,71,-0.81732893,-5.7700744,0.0984907,False
lstm_temp1_seed123_0002,LSTM / sample seed 123,lstm,73,0.4489462,-2.9230337,0.062531464,False
lstm_temp1_seed123_0003,LSTM / sample seed 123,lstm,71,2.0945458,-4.1746407,0.02898598,False
lstm_temp1_seed123_0004,LSTM / sample seed 123,lstm,70,-1.3657175,-6.1163507,0.06252193,False
lstm_temp1_seed123_0005,LSTM / sample seed 123,lstm,72,0.6375279,-4.1374755,0.05740784,False
lstm_temp1_seed123_0006,LSTM / sample seed 123,lstm,71,-0.9580628,-7.1449113,0.05545164,False
lstm_temp1_seed123_0007,LSTM / sample seed 123,lstm,75,0.789639,-1.5045745,0.1014098,False
lstm_temp1_seed123_0008,LSTM / sample seed 123,lstm,72,0.22002968,-1.7819364,0.07044546,False
lstm_temp1_seed123_0009,LSTM / sample seed 123,lstm,83,-1.6726733,-4.0415998,0.14097214,False
lstm_temp1_seed123_0010,LSTM / sample seed 123,lstm,73,0.9692936,-6.1113873,0.0595493,False
lstm_temp1_seed123_0011,LSTM / sample seed 123,lstm,73,0.21626164,-2.0833862,0.06520612,False
lstm_temp1_seed123_0012,LSTM / sample seed 123,lstm,91,11.43387,3.8825734,0.3321926,True
lstm_temp1_seed123_0013,LSTM / sample seed 123,lstm,69,0.5450126,-2.7071497,0.053158782,False
lstm_temp1_seed123_0014,LSTM / sample seed 123,lstm,60,-1.5948411,-3.858109,0.25226307,True
lstm_temp1_seed123_0015,LSTM / sample seed 123,lstm,72,1.1568738,-3.2164433,0.07909403,False
lstm_temp1_seed123_0016,LSTM / sample seed 123,lstm,71,-1.0021622,-6.0740485,0.01916154,False
lstm_temp1_seed123_0017,LSTM / sample seed 123,lstm,72,-0.1609605,-3.645406,0.041801553,False
lstm_temp1_seed123_0018,LSTM / sample seed 123,lstm,71,-0.92573327,-6.313652,0.04471041,False
lstm_temp1_seed123_0019,LSTM / sample seed 123,lstm,73,0.33602858,-3.618892,0.07033539,False
lstm_temp1_seed123_0020,LSTM / sample seed 123,lstm,73,-2.1708715,-4.5661006,0.056054603,False
lstm_temp1_seed123_0021,LSTM / sample seed 123,lstm,72,-1.1438593,-5.745706,0.0547768,False
lstm_temp1_seed123_0022,LSTM / sample seed 123,lstm,71,0.4198512,-1.8268228,0.100269005,False
lstm_temp1_seed123_0023,LSTM / sample seed 123,lstm,72,-0.8719012,-7.114701,0.029584365,False
lstm_temp1_seed123_0024,LSTM / sample seed 123,lstm,72,1.2974449,-6.331676,0.05841342,False
lstm_temp1_seed123_0025,LSTM / sample seed 123,lstm,72,-0.36901525,-5.728889,0.049060725,False
lstm_temp1_seed123_0026,LSTM / sample seed 123,lstm,71,0.9542329,-2.6255312,0.06077974,False
lstm_temp1_seed123_0027,LSTM / sample seed 123,lstm,73,-1.9888082,-4.364191,0.12277725,False
lstm_temp1_seed123_0028,LSTM / sample seed 123,lstm,71,-1.1532646,-6.32141,0.06968237,False
lstm_temp1_seed123_0029,LSTM / sample seed 123,lstm,73,-0.41482085,-6.4034743,0.04054058,False
lstm_temp1_seed123_0030,LSTM / sample seed 123,lstm,72,0.6916261,-4.2567067,0.044180684,False
lstm_temp1_seed123_0031,LSTM / sample seed 123,lstm,71,-0.37107304,-5.4634304,0.0799582,False
lstm_temp1_seed123_0032,LSTM / sample seed 123,lstm,74,0.9785924,-2.4405863,0.053025186,False
lstm_temp1_seed123_0033,LSTM / sample seed 123,lstm,76,1.5191987,-1.5627483,0.09383579,False
lstm_temp1_seed123_0034,LSTM / sample seed 123,lstm,72,1.5836638,-5.5365276,0.040801443,False
lstm_temp1_seed123_0035,LSTM / sample seed 123,lstm,81,-1.1175625,-4.477563,0.13049585,False
lstm_temp1_seed123_0036,LSTM / sample seed 123,lstm,72,-1.9023213,-5.196638,0.059922475,False
lstm_temp1_seed123_0037,LSTM / sample seed 123,lstm,71,-0.20122339,-4.4314957,0.04932849,False
lstm_temp1_seed123_0038,LSTM / sample seed 123,lstm,71,1.3702147,-6.343596,0.042620547,False
lstm_temp1_seed123_0039,LSTM / sample seed 123,lstm,71,0.038080394,-1.9956673,0.106263734,False
lstm_temp1_seed123_0040,LSTM / sample seed 123,lstm,69,-0.49466416,-4.176047,0.071849555,False
lstm_temp1_seed123_0041,LSTM / sample seed 123,lstm,71,0.25718188,-1.6183046,0.12010627,False
lstm_temp1_seed123_0042,LSTM / sample seed 123,lstm,87,0.72675,-4.946467,0.14321715,False
lstm_temp1_seed123_0043,LSTM / sample seed 123,lstm,71,-0.3167447,-4.626916,0.047778014,False
lstm_temp1_seed123_0044,LSTM / sample seed 123,lstm,74,2.051883,-4.436724,0.08032189,False
lstm_temp1_seed123_0045,LSTM / sample seed 123,lstm,75,0.0007125156,-4.0921755,0.043756377,False
lstm_temp1_seed123_0046,LSTM / sample seed 123,lstm,74,0.9164801,-1.7651834,0.15852831,True
lstm_temp1_seed123_0047,LSTM / sample seed 123,lstm,72,1.0185894,-4.8221335,0.05706314,False
lstm_temp1_seed123_0048,LSTM / sample seed 123,lstm,71,0.1774822,-4.5826726,0.06601556,False
lstm_temp1_seed123_0049,LSTM / sample seed 123,lstm,71,-1.3226042,-6.0218086,0.030604368,False
lstm_temp1_seed123_0050,LSTM / sample seed 123,lstm,73,0.7656161,-1.4019638,0.08996839,False
lstm_temp1_seed123_0051,LSTM / sample seed 123,lstm,70,1.1432539,-6.4716187,0.09969371,False
lstm_temp1_seed123_0052,LSTM / sample seed 123,lstm,72,-0.1368524,-6.6705794,0.042725306,False
lstm_temp1_seed123_0053,LSTM / sample seed 123,lstm,71,-2.050418,-4.8472147,0.05031311,False
lstm_temp1_seed123_0054,LSTM / sample seed 123,lstm,72,-0.90272415,-7.122333,0.031347122,False
lstm_temp1_seed123_0055,LSTM / sample seed 123,lstm,78,0.18134186,-1.7512151,0.10532171,False
lstm_temp1_seed123_0056,LSTM / sample seed 123,lstm,72,0.4967524,-6.5687995,0.0645363,False
lstm_temp1_seed123_0057,LSTM / sample seed 123,lstm,91,-1.2663722,-4.452756,0.19370893,True
lstm_temp1_seed123_0058,LSTM / sample seed 123,lstm,72,2.443814,-5.577862,0.014160156,False
lstm_temp1_seed123_0059,LSTM / sample seed 123,lstm,72,-0.22135371,-6.8087754,0.051042326,False
lstm_temp1_seed123_0060,LSTM / sample seed 123,lstm,72,0.96442753,-6.603618,0.02744384,False
lstm_temp1_seed123_0061,LSTM / sample seed 123,lstm,72,-2.1232884,-4.9636574,0.061244756,False
lstm_temp1_seed123_0062,LSTM / sample seed 123,lstm,73,0.6754035,-4.92169,0.08502756,False
lstm_temp1_seed123_0063,LSTM / sample seed 123,lstm,73,-1.1709573,-6.454709,0.06429294,False
lstm_temp1_seed123_0064,LSTM / sample seed 123,lstm,73,1.5192264,-3.9053278,0.043170802,False
lstm_temp1_seed123_0065,LSTM / sample seed 123,lstm,77,1.9234035,-4.0610394,0.064798065,False
lstm_temp1_seed123_0066,LSTM / sample seed 123,lstm,73,0.7173231,-1.0854005,0.12709202,False
lstm_temp1_seed123_0067,LSTM / sample seed 123,lstm,75,-1.2578697,-4.255498,0.048423618,False
lstm_temp1_seed123_0068,LSTM / sample seed 123,lstm,72,1.3824934,-2.850152,0.108659856,False
lstm_temp1_seed123_0069,LSTM / sample seed 123,lstm,73,1.2547547,-5.7838044,0.06791499,False
lstm_temp1_seed123_0070,LSTM / sample seed 123,lstm,73,0.8492555,-5.683521,0.04695885,False
lstm_temp1_seed123_0071,LSTM / sample seed 123,lstm,72,0.5315396,-6.4898233,0.035589308,False
lstm_temp1_seed123_0072,LSTM / sample seed 123,lstm,72,-0.11057042,-5.510726,0.053792994,False
lstm_temp1_seed123_0073,LSTM / sample seed 123,lstm,72,0.92698723,-1.3423506,0.13535391,False
lstm_temp1_seed123_0074,LSTM / sample seed 123,lstm,86,1.144701,-1.6435258,0.2894779,True
lstm_temp1_seed123_0075,LSTM / sample seed 123,lstm,73,-1.0452322,-6.510209,0.03646778,False
lstm_temp1_seed123_0076,LSTM / sample seed 123,lstm,76,0.5466067,-1.8127376,0.20400546,True
lstm_temp1_seed123_0077,LSTM / sample seed 123,lstm,67,0.40128478,-3.5617158,0.13655517,False
lstm_temp1_seed123_0078,LSTM / sample seed 123,lstm,70,0.06800438,-4.8413925,0.09149445,False
lstm_temp1_seed123_0079,LSTM / sample seed 123,lstm,70,1.256138,-5.211472,0.06942872,False
lstm_temp1_seed123_0080,LSTM / sample seed 123,lstm,91,-1.204045,-3.7431343,0.17450675,True
lstm_temp1_seed123_0081,LSTM / sample seed 123,lstm,71,1.1883124,-1.9865917,0.059929438,False
lstm_temp1_seed123_0082,LSTM / sample seed 123,lstm,68,-2.0099516,-4.622082,0.0748298,False
lstm_temp1_seed123_0083,LSTM / sample seed 123,lstm,72,0.96246266,-6.5694284,0.02744384,False
lstm_temp1_seed123_0084,LSTM / sample seed 123,lstm,73,-0.67136526,-4.805452,0.0506249,False
lstm_temp1_seed123_0085,LSTM / sample seed 123,lstm,74,-0.072577134,-5.031755,0.065688804,False
lstm_temp1_seed123_0086,LSTM / sample seed 123,lstm,71,-0.8741504,-7.108553,0.029918933,False
lstm_temp1_seed123_0087,LSTM / sample seed 123,lstm,79,-0.20805979,-2.5282512,0.15287375,True
lstm_temp1_seed123_0088,LSTM / sample seed 123,lstm,71,0.30249667,-3.6743762,0.04170162,False
lstm_temp1_seed123_0089,LSTM / sample seed 123,lstm,79,-1.3186979,-4.7294817,0.16591866,True
lstm_temp1_seed123_0090,LSTM / sample seed 123,lstm,70,-0.5119633,-4.0531726,0.052790858,False
lstm_temp1_seed123_0091,LSTM / sample seed 123,lstm,70,-0.59086853,-4.765256,0.07031335,False
lstm_temp1_seed123_0092,LSTM / sample seed 123,lstm,74,-1.2059721,-6.5744567,0.090106085,False
lstm_temp1_seed123_0093,LSTM / sample seed 123,lstm,73,0.4814638,-1.6165961,0.088961706,False
lstm_temp1_seed123_0094,LSTM / sample seed 123,lstm,82,-1.596763,-3.8916273,0.13212858,False
lstm_temp1_seed123_0095,LSTM / sample seed 123,lstm,71,0.8947799,-5.475862,0.07311757,False
lstm_temp1_seed123_0096,LSTM / sample seed 123,lstm,74,1.2971778,-4.9146323,0.08366938,False
lstm_temp1_seed123_0097,LSTM / sample seed 123,lstm,70,-0.37721297,-4.6576777,0.030036243,False
lstm_temp1_seed123_0098,LSTM / sample seed 123,lstm,79,-1.6562815,-4.35019,0.09563958,False
lstm_temp1_seed123_0099,LSTM / sample seed 123,lstm,76,-1.2157261,-4.661631,0.1062166,False
vae_empirical_scale0.75_temp0.6_seed42_0000,VAE / sample seed 42,vae,72,-1.6861731,4.0678043,0.52613294,True
vae_empirical_scale0.75_temp0.6_seed42_0001,VAE / sample seed 42,vae,72,1.8688862,-2.8238175,0.024883188,False
vae_empirical_scale0.75_temp0.6_seed42_0002,VAE / sample seed 42,vae,75,-0.4931431,0.0278054,0.13347907,False
vae_empirical_scale0.75_temp0.6_seed42_0003,VAE / sample seed 42,vae,60,-1.3761401,-0.06289698,0.1496118,True
vae_empirical_scale0.75_temp0.6_seed42_0004,VAE / sample seed 42,vae,72,-0.23405132,-2.4520705,0.13671264,False
vae_empirical_scale0.75_temp0.6_seed42_0005,VAE / sample seed 42,vae,72,0.9139087,-3.379955,0.049281344,False
vae_empirical_scale0.75_temp0.6_seed42_0006,VAE / sample seed 42,vae,72,0.11633848,-5.833028,0.09652358,False
vae_empirical_scale0.75_temp0.6_seed42_0007,VAE / sample seed 42,vae,72,-0.4623442,2.782667,0.61574316,True
vae_empirical_scale0.75_temp0.6_seed42_0008,VAE / sample seed 42,vae,71,-2.175921,3.5029848,0.454433,True
vae_empirical_scale0.75_temp0.6_seed42_0009,VAE / sample seed 42,vae,71,-1.266358,1.2214077,0.23069933,True
vae_empirical_scale0.75_temp0.6_seed42_0010,VAE / sample seed 42,vae,72,-1.2957387,1.4462404,0.26490888,True
vae_empirical_scale0.75_temp0.6_seed42_0011,VAE / sample seed 42,vae,59,-0.5163517,0.37927452,0.2217684,True
vae_empirical_scale0.75_temp0.6_seed42_0012,VAE / sample seed 42,vae,72,0.5723039,-3.795322,0.03169882,False
vae_empirical_scale0.75_temp0.6_seed42_0013,VAE / sample seed 42,vae,59,-0.25843838,-2.587081,0.10705058,False
vae_empirical_scale0.75_temp0.6_seed42_0014,VAE / sample seed 42,vae,72,-1.6185426,4.832991,0.73117375,True
vae_empirical_scale0.75_temp0.6_seed42_0015,VAE / sample seed 42,vae,84,-1.9682649,3.4878442,0.45489904,True
vae_empirical_scale0.75_temp0.6_seed42_0016,VAE / sample seed 42,vae,72,-0.9675809,-2.1068766,0.08627116,False
vae_empirical_scale0.75_temp0.6_seed42_0017,VAE / sample seed 42,vae,71,-0.76827526,0.49455753,0.19692753,True
vae_empirical_scale0.75_temp0.6_seed42_0018,VAE / sample seed 42,vae,71,0.695854,-5.4174433,0.031100871,False
vae_empirical_scale0.75_temp0.6_seed42_0019,VAE / sample seed 42,vae,74,0.8521722,-6.674867,0.046411127,False
vae_empirical_scale0.75_temp0.6_seed42_0020,VAE / sample seed 42,vae,73,-1.4095318,1.652731,0.2894911,True
vae_empirical_scale0.75_temp0.6_seed42_0021,VAE / sample seed 42,vae,72,-0.027384402,-3.8008974,0.012192374,False
vae_empirical_scale0.75_temp0.6_seed42_0022,VAE / sample seed 42,vae,71,-1.7613202,-4.8758345,0.043935817,False
vae_empirical_scale0.75_temp0.6_seed42_0023,VAE / sample seed 42,vae,73,-0.219821,-4.028488,0.06813929,False
vae_empirical_scale0.75_temp0.6_seed42_0024,VAE / sample seed 42,vae,71,-1.176451,0.5907405,0.2463576,True
vae_empirical_scale0.75_temp0.6_seed42_0025,VAE / sample seed 42,vae,71,-2.4518847,4.820946,0.60832036,True
vae_empirical_scale0.75_temp0.6_seed42_0026,VAE / sample seed 42,vae,74,-0.69392127,-5.971002,0.028542535,False
vae_empirical_scale0.75_temp0.6_seed42_0027,VAE / sample seed 42,vae,72,-2.1932914,4.7737393,0.70223784,True
vae_empirical_scale0.75_temp0.6_seed42_0028,VAE / sample seed 42,vae,72,-0.48285866,2.6043313,0.54348654,True
vae_empirical_scale0.75_temp0.6_seed42_0029,VAE / sample seed 42,vae,72,-0.5542942,-6.290862,0.05757269,False
vae_empirical_scale0.75_temp0.6_seed42_0030,VAE / sample seed 42,vae,73,0.21551694,-1.1685913,0.16436921,True
vae_empirical_scale0.75_temp0.6_seed42_0031,VAE / sample seed 42,vae,72,-0.06997287,-3.647127,0.0,False
vae_empirical_scale0.75_temp0.6_seed42_0032,VAE / sample seed 42,vae,71,-0.75490296,2.1715791,0.4436302,True
vae_empirical_scale0.75_temp0.6_seed42_0033,VAE / sample seed 42,vae,72,-1.3251104,1.3248836,0.25845072,True
vae_empirical_scale0.75_temp0.6_seed42_0034,VAE / sample seed 42,vae,59,-0.65148073,-3.5671334,0.09757137,False
vae_empirical_scale0.75_temp0.6_seed42_0035,VAE / sample seed 42,vae,72,-0.078427956,-3.785407,0.012192374,False
vae_empirical_scale0.75_temp0.6_seed42_0036,VAE / sample seed 42,vae,72,0.6174478,-6.404079,0.024012815,False
vae_empirical_scale0.75_temp0.6_seed42_0037,VAE / sample seed 42,vae,72,-2.179592,3.8502402,0.48660037,True
vae_empirical_scale0.75_temp0.6_seed42_0038,VAE / sample seed 42,vae,71,-2.601514,5.054179,0.7992069,True
vae_empirical_scale0.75_temp0.6_seed42_0039,VAE / sample seed 42,vae,72,-2.0727942,4.6990533,0.6249128,True
vae_empirical_scale0.75_temp0.6_seed42_0040,VAE / sample seed 42,vae,72,-1.3685223,4.734551,0.6878958,True
vae_empirical_scale0.75_temp0.6_seed42_0041,VAE / sample seed 42,vae,61,-0.17084138,-2.5347226,0.101836205,False
vae_empirical_scale0.75_temp0.6_seed42_0042,VAE / sample seed 42,vae,72,-2.196863,3.4718137,0.4433384,True
vae_empirical_scale0.75_temp0.6_seed42_0043,VAE / sample seed 42,vae,71,-2.517902,4.9328337,0.6708912,True
vae_empirical_scale0.75_temp0.6_seed42_0044,VAE / sample seed 42,vae,72,-2.5391972,5.0102773,0.7471491,True
vae_empirical_scale0.75_temp0.6_seed42_0045,VAE / sample seed 42,vae,80,0.74581957,-2.435167,0.11874323,False
vae_empirical_scale0.75_temp0.6_seed42_0046,VAE / sample seed 42,vae,72,-0.59250915,2.0946164,0.61859643,True
vae_empirical_scale0.75_temp0.6_seed42_0047,VAE / sample seed 42,vae,72,0.23183654,-1.2243196,0.14686272,False
vae_empirical_scale0.75_temp0.6_seed42_0048,VAE / sample seed 42,vae,72,-0.13343425,-2.3102696,0.23053056,True
vae_empirical_scale0.75_temp0.6_seed42_0049,VAE / sample seed 42,vae,72,0.16784257,-1.3639356,0.19960493,True
vae_empirical_scale0.75_temp0.6_seed42_0050,VAE / sample seed 42,vae,60,-2.1786315,3.6980443,0.52146846,True
vae_empirical_scale0.75_temp0.6_seed42_0051,VAE / sample seed 42,vae,73,-2.2049794,4.499427,0.62169564,True
vae_empirical_scale0.75_temp0.6_seed42_0052,VAE / sample seed 42,vae,73,-1.3018218,0.10273843,0.1757514,True
vae_empirical_scale0.75_temp0.6_seed42_0053,VAE / sample seed 42,vae,71,0.19627646,-0.18678863,0.2542689,True
vae_empirical_scale0.75_temp0.6_seed42_0054,VAE / sample seed 42,vae,72,0.87138593,-6.2725067,0.019242246,False
vae_empirical_scale0.75_temp0.6_seed42_0055,VAE / sample seed 42,vae,71,-0.5852627,-5.9884434,0.034136064,False
vae_empirical_scale0.75_temp0.6_seed42_0056,VAE / sample seed 42,vae,71,-1.4660312,1.5634589,0.24989532,True
vae_empirical_scale0.75_temp0.6_seed42_0057,VAE / sample seed 42,vae,80,-1.3352543,4.736866,0.73790026,True
vae_empirical_scale0.75_temp0.6_seed42_0058,VAE / sample seed 42,vae,72,-0.75647897,2.0094852,0.46553642,True
vae_empirical_scale0.75_temp0.6_seed42_0059,VAE / sample seed 42,vae,71,-0.82903504,0.38313255,0.20640585,True
vae_empirical_scale0.75_temp0.6_seed42_0060,VAE / sample seed 42,vae,72,-1.1489497,0.6731236,0.280777,True
